record_id,timestamp,source_type,language,country,region,municipality,locality,place_name,location_id,location_precision,location_confidence,claimed_location,ground_truth_location,actor_mentioned,observed_actor,event_id,event_name,information_type,military_signal_type,text,relevance_label,reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,same_event_cluster,analyst_question
REC-096446,2026-09-17T17:39:00+02:00,שמועה מקומית,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 1,כפר סמוך 1,LOC-021,village,בינונית,"צפון מיטרוביצה, כפר סמוך 1","צפון מיטרוביצה, כפר סמוך 1",אמבולנסים,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,כלכלי/חברתי,,מספר עובדים לא הגיעו לעבודה בגלל חסימות וחשש מנסיעה.,2,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,EVT-022-CL-11,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-080898,2026-09-17T17:40:00+02:00,טלגרם,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת כניסה לעיירה,LOC-010,junction,בינונית,"זבצ׳אן, צומת כניסה לעיירה","זבצ׳אן, צומת כניסה לעיירה",צבא סרביה,צבא סרביה,EVT-021,סרטון ישן מופץ כאירוע חדש,נוכחות KFOR,נוכחות KFOR,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים.",3,likely,בינונית,בינונית,true,true,true,false,true,false,false,true,רעש שנראה צבאי,שגוי,EVT-021-CL-11,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-099663,2026-09-17T17:40:00+02:00,טלגרם,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 40,LOC-060,junction,בינונית,"זובין פוטוק, צומת מקומי 40","זובין פוטוק, צומת מקומי 40",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-020,מעצר חשודים והחרמת ציוד,תצפית על תנועת כוחות,תצפית על תנועת כוחות,"נשמעו קולות שנשמעו כמו ירי באזור צומת מקומי 40. חלק מהדיווחים מייחסים זאת לקבוצה חמושה מקומית, אך המידע לא אומת.",4,false,חלשה,נמוכה,false,true,false,false,true,false,false,false,סרטון ישן,שגוי,EVT-020-CL-10,האם הטענה על הסלמה מגובה במקור אמין?
REC-045539,2026-09-17T17:41:00+02:00,שמועה מקומית,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 16,LOC-036,public_square,בינונית,"לפוסאביץ׳, כיכר מרכזית 16","לפוסאביץ׳, כיכר מרכזית 16",EULEX,,EVT-021,סרטון ישן מופץ כאירוע חדש,חדשות/תקשורת,,מקור חדשותי מתקן דיווח קודם ומבהיר שלא הייתה חציית גבול מאומתת.,5,confirmed,חזקה,גבוהה,true,false,false,false,false,true,false,false,,נכון,EVT-021-CL-09,האם מדובר באירוע אמיתי או רעש?
REC-060895,2026-09-17T17:43:00+02:00,טלגרם,עברית,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,מטה ממשלת קוסובו,LOC-014,facility,נמוכה,"פרישטינה, מטה ממשלת קוסובו","פרישטינה, מטה ממשלת קוסובו",עיתונאים מקומיים,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,מדיני/דיפלומטי,,דיון חירום מתקיים בעקבות דיווחים על עימותים בצפון.,3,disputed,חלשה,נמוכה,false,false,false,false,false,false,false,false,,נכון,EVT-019-CL-01,האם הדיווח מצביע על פעילות משטרתית?
REC-097789,2026-09-17T17:43:00+02:00,טלגרם,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 106,LOC-126,road_segment,בינונית,"צפון מיטרוביצה, ציר גישה 106","צפון מיטרוביצה, ציר גישה 106",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,אנשים מתאספים שוב ליד ציר גישה 106. חלק אומרים שהכביש ייסגר בשעה הקרובה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,4,propaganda/disinformation,בינונית,נמוכה,false,false,false,true,true,false,false,false,סרטון ישן,שגוי,EVT-022-CL-11,האם האירוע משפיע על אזרחים או על צירים?
REC-021595,2026-09-17T17:44:00+02:00,טיקטוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 125,ציר גישה 125,LOC-145,road_segment,גבוהה,"צפון מיטרוביצה, ציר גישה 125","צפון מיטרוביצה, ציר גישה 125",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,דיווח ירי,דיווח ירי,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.,2,unverified,חלשה,נמוכה,false,false,false,true,true,false,false,false,,נכון,EVT-019-CL-10,האם הדיווח מצביע על פעילות משטרתית?
REC-068366,2026-09-17T17:44:00+02:00,טיקטוק,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,צומת מקומי 20,LOC-040,junction,גבוהה,"לפוסאביץ׳, צומת מקומי 20","לפוסאביץ׳, צומת מקומי 20",צבא סרביה,צבא סרביה,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,ציוד/רכבים,ציוד/רכבים,מישהו יודע אם בטוח לעבור דרך צומת מקומי 20? שמעתי שיש שם מחסום חדש. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,3,likely,בינונית,בינונית,false,false,false,true,true,true,false,false,,נכון חלקית,EVT-022-CL-11,האם מחאה אזרחית הופכת לעימות חמוש?
REC-024937,2026-09-17T17:45:00+02:00,טיקטוק,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 18,ציר גישה 18,LOC-038,road_segment,בינונית,"לפוסאביץ׳, ציר גישה 18","לפוסאביץ׳, ציר גישה 18",צבא סרביה,צבא סרביה,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,תצפית על תנועת כוחות,תצפית על תנועת כוחות,דיווח על פינוי אזרח מבוגר מאזור חיכוך סמוך לציר גישה 18. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,3,false,חלשה,נמוכה,false,false,false,true,true,true,false,false,הגזמת מספרים,שגוי,EVT-022-CL-03,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-086235,2026-09-17T17:47:00+02:00,טיקטוק,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 34,LOC-054,road_segment,גבוהה,"צפון מיטרוביצה, ציר גישה 34","צפון מיטרוביצה, ציר גישה 34",משרד הפנים של קוסובו,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,רשתות חברתיות,,אנשים מתאספים שוב ליד ציר גישה 34. חלק אומרים שהכביש ייסגר בשעה הקרובה. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,2,confirmed,בינונית,גבוהה,false,true,false,true,false,false,false,false,,נכון,EVT-019-CL-05,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-082717,2026-09-17T17:48:00+02:00,הודעת דובר,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 120,LOC-140,facility,גבוהה,"זובין פוטוק, בית ספר 120","זובין פוטוק, בית ספר 120",משטרת קוסובו,משטרת קוסובו,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,דיווח ירי,דיווח ירי,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד בית ספר 120. האווירה מתוחה.,1,unverified,חזקה,נמוכה,false,false,false,true,true,false,false,false,,נכון חלקית,EVT-019-CL-10,האם הטענה על הסלמה מגובה במקור אמין?
REC-094588,2026-09-17T17:49:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 125,ציר גישה 125,LOC-145,road_segment,בינונית,"צפון מיטרוביצה, ציר גישה 125","צפון מיטרוביצה, ציר גישה 125",KFOR,KFOR,EVT-021,סרטון ישן מופץ כאירוע חדש,דיווח פיצוץ,דיווח פיצוץ,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה.",3,unverified,חלשה,נמוכה,false,false,true,false,true,false,false,true,זיהוי שגוי של כוח,שגוי,EVT-021-CL-12,האם מדובר באירוע אמיתי או רעש?
REC-010460,2026-09-17T17:50:00+02:00,טיקטוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 3,LOC-023,checkpoint_area,נמוכה,"צפון מיטרוביצה, נקודת בידוק כללית 3","צפון מיטרוביצה, נקודת בידוק כללית 3",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-018,דיווחים על מחסור בדלק ומזון,מחסום/חסימה,מחסום/חסימה,"שמעתי רעש חזק לפני כמה דקות באזור נקודת בידוק כללית 3. אולי זה לא קשור, אבל כולם מדברים על זה.",3,unverified,חלשה,נמוכה,false,false,false,true,true,false,false,false,,נכון חלקית,EVT-018-CL-08,האם הדיווח מצביע על פעילות משטרתית?
REC-052294,2026-09-17T17:50:00+02:00,טלגרם,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 83,LOC-103,junction,בינונית,"צפון מיטרוביצה, צומת מקומי 83","צפון מיטרוביצה, צומת מקומי 83",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-018,דיווחים על מחסור בדלק ומזון,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,מספר משפחות עזבו זמנית את האזור ליד צומת מקומי 83 ועברו לקרובי משפחה.,1,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,true,false,false,false,הגזמת מספרים,לא ידוע,EVT-018-CL-09,האם מחאה אזרחית הופכת לעימות חמוש?
REC-011277,2026-09-17T17:51:00+02:00,טיקטוק,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 118,אזור תעשייה קטן 118,LOC-138,neighborhood,בינונית,"צפון מיטרוביצה, אזור תעשייה קטן 118","צפון מיטרוביצה, אזור תעשייה קטן 118",משרד הפנים של קוסובו,משרד הפנים של קוסובו,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,דיווח ירי,דיווח ירי,"סרטון שמופץ ברשת מוצג כאילו צולם באזור אזור תעשייה קטן 118, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים.",3,false,בינונית,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,לא ידוע,EVT-008-CL-07,האם מדובר באירוע אמיתי או רעש?
REC-048106,2026-09-17T17:51:00+02:00,X,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור תעשייה קטן 9,LOC-029,neighborhood,גבוהה,"זבצ׳אן, אזור תעשייה קטן 9","זבצ׳אן, אזור תעשייה קטן 9",עיתונאים מקומיים,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,רשתות חברתיות,,ראיתי כמה רכבים עם אורות כחולים בדרך לאזור תעשייה קטן 9. לא ברור אם זה משטרה או אמבולנס.,3,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,EVT-019-CL-07,האם מדובר באירוע אמיתי או רעש?
REC-093807,2026-09-17T17:51:00+02:00,טיקטוק,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,אזור תעשייה קטן 14,LOC-034,neighborhood,בינונית,"צפון מיטרוביצה, אזור תעשייה קטן 14","צפון מיטרוביצה, אזור תעשייה קטן 14",אמבולנסים,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,חדשות/תקשורת,,כלי תקשורת מקומי מדווח על מתיחות גוברת בצפון קוסובו בעקבות האירועים באזור אזור תעשייה קטן 14.,3,disputed,בינונית,נמוכה,false,false,false,false,false,false,true,false,,נכון,EVT-019-CL-11,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-032535,2026-09-17T17:52:00+02:00,קבוצת וואטסאפ,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,תחנת דלק 7,LOC-027,facility,גבוהה,"זובין פוטוק, תחנת דלק 7","זובין פוטוק, תחנת דלק 7",KFOR,KFOR,EVT-018,דיווחים על מחסור בדלק ומזון,כוננות בצד הסרבי,כוננות בצד הסרבי,נמסר על תאונת דרכים קלה באזור תחנת דלק 7; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,1,unverified,בינונית,נמוכה,false,false,false,true,true,false,false,false,,נכון חלקית,EVT-018-CL-12,האם האירוע משפיע על אזרחים או על צירים?
REC-061600,2026-09-17T17:55:00+02:00,חדשות מקומיות,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 32,LOC-052,facility,נמוכה,"זובין פוטוק, בית ספר 32","זובין פוטוק, בית ספר 32",מנהיגים מקומיים סרבים,,EVT-021,סרטון ישן מופץ כאירוע חדש,רשתות חברתיות,,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד בית ספר 32. האווירה מתוחה.,2,likely,חלשה,בינונית,false,false,false,true,false,true,false,false,,שגוי,EVT-021-CL-04,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-091433,2026-09-17T17:55:00+02:00,טלגרם,תרגום מכונה לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 100,תחנת דלק 100,LOC-120,facility,נמוכה,"לפוסאביץ׳, תחנת דלק 100","לפוסאביץ׳, תחנת דלק 100",אמבולנסים,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,כלכלי/חברתי,,חנות מקומית באזור תחנת דלק 100 נסגרה מוקדם בגלל חשש מהתחדשות המחאות.,3,unverified,חלשה,נמוכה,false,false,false,true,false,true,false,false,,שגוי,EVT-022-CL-03,האם יש שינוי בנוכחות KFOR?
REC-027460,2026-09-17T17:56:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,מרכז בריאות 77,LOC-097,facility,בינונית,"זובין פוטוק, מרכז בריאות 77","זובין פוטוק, מרכז בריאות 77",צבא סרביה,צבא סרביה,EVT-020,מעצר חשודים והחרמת ציוד,פעילות משטרתית,פעילות משטרתית,"דיווח על כלי טיס בלתי מזוהה מעל אזור מרכז בריאות 77. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",4,unverified,חלשה,נמוכה,false,true,false,false,true,true,false,false,,נכון,EVT-020-CL-07,האם נדרשת הצלבה עם מקורות נוספים?
REC-092249,2026-09-17T17:56:00+02:00,ערוץ חדשות בינלאומי,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,מבנה העירייה,LOC-002,facility,בינונית,"צפון מיטרוביצה, מבנה העירייה","צפון מיטרוביצה, מבנה העירייה",KSF,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,רפואי/חירום,,מקור מקומי טוען שהפצועים מאירוע הלילה אינם במצב קשה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,3,false,חלשה,נמוכה,false,false,false,true,false,false,false,false,תוכן מפוברק,שגוי,EVT-022-CL-06,האם מחאה אזרחית הופכת לעימות חמוש?
REC-050496,2026-09-17T17:57:00+02:00,בלוג פוליטי,אנגלית בתרגום לעברית,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,מטה ממשלת קוסובו,LOC-014,facility,בינונית,"פרישטינה, מטה ממשלת קוסובו","פרישטינה, מטה ממשלת קוסובו",מנהיגים מקומיים סרבים,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,מדיני/דיפלומטי,,גורמים בבלגרד קוראים ל־KFOR להבטיח את ביטחון התושבים הסרבים. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,0,disputed,חלשה,נמוכה,false,false,false,false,false,false,false,false,,נכון,EVT-019-CL-07,האם האירוע משפיע על אזרחים או על צירים?
REC-017973,2026-09-17T17:58:00+02:00,X,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,LOC-093,junction,גבוהה,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",עיתונאים מקומיים,,EVT-018,דיווחים על מחסור בדלק ומזון,תחבורה/לוגיסטיקה אזרחית,,תושבים מדווחים על ירידה בתנועת אוטובוסים באזור. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.,0,confirmed,בינונית,גבוהה,false,false,false,true,false,false,false,false,,נכון חלקית,EVT-018-CL-09,האם מדובר באירוע אמיתי או רעש?
REC-031644,2026-09-17T17:58:00+02:00,טלגרם,אנגלית בתרגום לעברית,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,מטה ממשלת קוסובו,LOC-014,facility,בינונית,"פרישטינה, מטה ממשלת קוסובו","פרישטינה, מטה ממשלת קוסובו",משטרת קוסובו,משטרת קוסובו,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,ציוד/רכבים,ציוד/רכבים,דיון חירום מתקיים בעקבות דיווחים על עימותים בצפון.,2,likely,חלשה,בינונית,false,false,false,false,true,true,false,false,,שגוי,EVT-019-CL-03,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-034407,2026-09-17T17:58:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 105,נקודת בידוק כללית 105,LOC-125,checkpoint_area,גבוהה,"זובין פוטוק, נקודת בידוק כללית 105","זובין פוטוק, נקודת בידוק כללית 105",עיתונאים מקומיים,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,רשתות חברתיות,,יש תור ארוך בתחנת הדלק ליד נקודת בידוק כללית 105. אנשים קונים יותר מהרגיל.,4,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,EVT-019-CL-12,האם נדרשת הצלבה עם מקורות נוספים?
REC-074484,2026-09-17T17:58:00+02:00,טיקטוק,עברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 15,כיכר מרכזית 15,LOC-035,public_square,גבוהה,"לפוסאביץ׳, כיכר מרכזית 15","לפוסאביץ׳, כיכר מרכזית 15",עיתונאים מקומיים,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,פינוי/חילוץ,,מספר משפחות עזבו זמנית את האזור ליד כיכר מרכזית 15 ועברו לקרובי משפחה.,2,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,שגוי,EVT-022-CL-06,האם הדיווח מצביע על פעילות משטרתית?
REC-092734,2026-09-17T17:58:00+02:00,ערוץ חדשות בינלאומי,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 58,LOC-078,village,נמוכה,"צפון מיטרוביצה, כפר סמוך 58","צפון מיטרוביצה, כפר סמוך 58",משרד הפנים של קוסובו,,EVT-018,דיווחים על מחסור בדלק ומזון,תחבורה/לוגיסטיקה אזרחית,,"הכביש באזור כפר סמוך 58 פתוח לסירוגין, עם עיכובים משמעותיים.",1,likely,בינונית,בינונית,false,false,false,true,false,false,false,false,,שגוי,EVT-018-CL-02,האם האירוע משפיע על אזרחים או על צירים?
REC-002693,2026-09-17T17:59:00+02:00,טיקטוק,עברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 23,LOC-043,junction,בינונית,"זבצ׳אן, צומת מקומי 23","זבצ׳אן, צומת מקומי 23",מפגינים סרבים מקומיים,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,כלכלי/חברתי,,תושבים מדווחים על עלייה זמנית במחירי מוצרי יסוד בחנויות קטנות.,3,disputed,חלשה,נמוכה,false,false,false,true,false,true,false,false,,נכון חלקית,EVT-022-CL-02,האם מדובר באירוע אמיתי או רעש?
REC-028285,2026-09-17T17:59:00+02:00,ערוץ חדשות בינלאומי,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית חולים אזורי,LOC-018,facility,בינונית,"צפון מיטרוביצה, בית חולים אזורי","צפון מיטרוביצה, בית חולים אזורי",KSF,KSF,EVT-021,סרטון ישן מופץ כאירוע חדש,נוכחות KFOR,נוכחות KFOR,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת.,4,propaganda/disinformation,חזקה,נמוכה,false,false,true,false,true,false,false,false,הגזמת מספרים,שגוי,EVT-021-CL-09,האם נדרשת הצלבה עם מקורות נוספים?
REC-011454,2026-09-17T18:00:00+02:00,טיקטוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 127,LOC-147,village,גבוהה,"לפוסאביץ׳, כפר סמוך 127","לפוסאביץ׳, כפר סמוך 127",תושבים מקומיים,,EVT-018,דיווחים על מחסור בדלק ומזון,כלכלי/חברתי,,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות.,2,propaganda/disinformation,בינונית,נמוכה,false,false,false,true,false,true,false,false,פרשנות מוטה,שגוי,EVT-018-CL-07,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-013279,2026-09-17T18:01:00+02:00,X,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 41,נקודת בידוק כללית 41,LOC-061,checkpoint_area,בינונית,"לפוסאביץ׳, נקודת בידוק כללית 41","לפוסאביץ׳, נקודת בידוק כללית 41",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-021,סרטון ישן מופץ כאירוע חדש,מחסום/חסימה,מחסום/חסימה,"שמעתי רעש חזק לפני כמה דקות באזור נקודת בידוק כללית 41. אולי זה לא קשור, אבל כולם מדברים על זה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",1,unverified,חלשה,נמוכה,false,false,false,true,true,false,false,false,,שגוי,EVT-021-CL-09,האם נדרשת הצלבה עם מקורות נוספים?
REC-092029,2026-09-17T18:01:00+02:00,X,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 90,LOC-110,village,גבוהה,"צפון מיטרוביצה, כפר סמוך 90","צפון מיטרוביצה, כפר סמוך 90",תושבים מקומיים,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,תחבורה/לוגיסטיקה אזרחית,,נהגים מתבקשים לא להסתמך על דיווחי רשת לא מאומתים לגבי סגירת כבישים.,3,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,EVT-022-CL-08,האם האירוע משפיע על אזרחים או על צירים?
REC-013164,2026-09-17T18:02:00+02:00,שמועה מקומית,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,תחנת דלק 119,LOC-139,facility,גבוהה,"זובין פוטוק, תחנת דלק 119","זובין פוטוק, תחנת דלק 119",משרד הפנים של קוסובו,,EVT-020,מעצר חשודים והחרמת ציוד,רשתות חברתיות,,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד תחנת דלק 119. האווירה מתוחה.,0,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,EVT-020-CL-01,האם הטענה על הסלמה מגובה במקור אמין?
REC-017278,2026-09-17T18:02:00+02:00,חדשות מקומיות,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 12,בית ספר 12,LOC-032,facility,בינונית,"צפון מיטרוביצה, בית ספר 12","צפון מיטרוביצה, בית ספר 12",EULEX,EULEX,EVT-020,מעצר חשודים והחרמת ציוד,דיווח פיצוץ,דיווח פיצוץ,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד בית ספר 12. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.,3,disputed,חלשה,נמוכה,false,true,false,false,true,false,false,false,,שגוי,EVT-020-CL-08,האם הדיווח מצביע על פעילות משטרתית?
REC-086561,2026-09-17T18:02:00+02:00,חדשות מקומיות,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 92,צומת מקומי 92,LOC-112,junction,נמוכה,"זבצ׳אן, כיכר מרכזית 85","לפוסאביץ׳, צומת מקומי 92",ממשלת קוסובו,,EVT-018,דיווחים על מחסור בדלק ומזון,חדשות/תקשורת,,כלי תקשורת מקומי מדווח על מתיחות גוברת בצפון קוסובו בעקבות האירועים באזור צומת מקומי 92.,3,false,בינונית,נמוכה,false,false,false,false,false,true,false,true,מיקום שגוי,לא ידוע,EVT-018-CL-01,האם נדרשת הצלבה עם מקורות נוספים?
REC-076752,2026-09-17T18:04:00+02:00,שמועה מקומית,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 94,אזור מיוער 94,LOC-114,rural_area,גבוהה,"זבצ׳אן, אזור מיוער 94","זבצ׳אן, אזור מיוער 94",ממשלת קוסובו,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,רשתות חברתיות,,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד אזור מיוער 94. האווירה מתוחה.,2,likely,חלשה,בינונית,false,false,false,true,false,true,false,false,,לא ידוע,EVT-019-CL-12,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-089852,2026-09-17T18:04:00+02:00,טלגרם,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 120,LOC-140,facility,גבוהה,"זובין פוטוק, בית ספר 120","זובין פוטוק, בית ספר 120",צבא סרביה,צבא סרביה,EVT-021,סרטון ישן מופץ כאירוע חדש,תצפית על תנועת כוחות,תצפית על תנועת כוחות,דיווח באנגלית טוען למאות חמושים באזור בית ספר 120; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.,3,disputed,בינונית,נמוכה,false,true,true,false,true,true,false,false,פרשנות מוטה,נכון,EVT-021-CL-06,האם נדרשת הצלבה עם מקורות נוספים?
REC-098267,2026-09-17T18:04:00+02:00,פייסבוק,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 81,נקודת בידוק כללית 81,LOC-101,checkpoint_area,בינונית,"זובין פוטוק, נקודת בידוק כללית 81","זובין פוטוק, נקודת בידוק כללית 81",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,דיווח רחפן/מסוק,דיווח רחפן/מסוק,דיווח לא מאומת על פצוע מירי באזור נקודת בידוק כללית 81; גורמים רפואיים מסרבים למסור פרטים.,3,unverified,חזקה,נמוכה,false,false,false,true,true,false,false,false,,לא ידוע,EVT-022-CL-12,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
