event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_id,location_id,event_summary
REC-V2-009961,2026-09-15T22:58:12.576945Z,בלוג פוליטי,לא סווגה,likely,גבוהה,ENT-SERBIA-GOV,LOC-V2-005,"תיעוד ברשתות מציג כלי רכב שיוחסו לממשלת סרביה סמוך למרחב גזיבודה הצפוני, אך מועד הצילום אינו ודאי."
REC-V2-009962,2026-09-15T04:41:15.594872Z,טיקטוק,לא סווגה,disputed,בינונית,ENT-LOCAL-JOURNALISTS,LOC-V2-011,דיווח ממקור גלוי מתאר פעילות של עיתונאים מקומיים באזור מחנה נובו סלו - אזור כללי במסגרת 'התבססות סרבית בשטחי מפתח רדודים בצפון'. נדרש אימות נוסף.
REC-V2-009963,2026-09-15T15:14:26.240157Z,פייסבוק,לא סווגה,unverified,בינונית,ENT-KFOR-AVIATION,LOC-V2-010,דיווח ממקור גלוי מתאר פעילות של כוח התעופה של KFOR באזור מרחב גשר איבר במסגרת 'תנועת כוח סרבי מוגבלת לעבר מרחב גזיבודה'. נדרש אימות נוסף.
REC-V2-009964,2026-09-15T18:29:24.962414Z,טלגרם,לא סווגה,false,גבוהה,ENT-KFOR-RCE,LOC-V2-009,מספר פרסומים מצביעים על תנועה של KFOR פיקוד אזורי מזרח ליד גישות צפוניות לצפון מיטרוביצה; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009965,2026-09-16T11:06:15.516338Z,שמועה מקומית,לא סווגה,unverified,בינונית,ENT-KFOR-RCE,LOC-V2-007,מספר פרסומים מצביעים על תנועה של KFOR פיקוד אזורי מזרח ליד קו חסימה מערבי לזובין פוטוק; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009966,2026-09-15T06:06:44.881276Z,פייסבוק,לא סווגה,confirmed,בינונית,ENT-KSF,LOC-V2-005,מספר פרסומים מצביעים על תנועה של KSF ליד מרחב גזיבודה הצפוני; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009967,2026-09-16T04:40:18.751471Z,בלוג פוליטי,לא סווגה,false,גבוהה,ENT-KOSOVO-POLICE,LOC-V2-011,תושבים דיווחו על נוכחות משטרת קוסובו במרחב מחנה נובו סלו - אזור כללי. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009968,2026-09-16T20:54:53.218748Z,ערוץ חדשות בינלאומי,לא סווגה,likely,גבוהה,ENT-SAF-27-MECH,LOC-V2-009,מקור גלוי טוען כי הגדוד הממוכן ה-27 קשור להתפתחות 'התבססות בכיסי שליטה מוגבלים והתגברות דיסאינפורמציה' באזור גישות צפוניות לצפון מיטרוביצה; הפרטים חלקיים.
REC-V2-009969,2026-09-15T00:59:34.569379Z,חדשות מקומיות,לא סווגה,likely,גבוהה,ENT-KFOR,LOC-V2-005,מספר פרסומים מצביעים על תנועה של KFOR ליד מרחב גזיבודה הצפוני; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009970,2026-09-15T01:13:42.275202Z,חדשות מקומיות,לא סווגה,unverified,גבוהה,ENT-SERBIA-GOV,LOC-V2-006,פרסום פומבי מצביע על נוכחות אפשרית של ממשלת סרביה במרחב קו חסימה צפוני ללפוסאביץ׳; אין אימות עצמאי להיקף הכוח.
REC-V2-009971,2026-09-15T06:00:29.117507Z,חדשות מקומיות,לא סווגה,confirmed,גבוהה,ENT-KSF,LOC-V2-011,דיווח ממקור גלוי מתאר פעילות של KSF באזור מחנה נובו סלו - אזור כללי במסגרת 'תנועת כוח סרבי מוגבלת לעבר מרחב גזיבודה'. נדרש אימות נוסף.
REC-V2-009972,2026-09-15T09:22:54.058711Z,בלוג פוליטי,לא סווגה,unverified,בינונית,ENT-EULEX,LOC-V2-002,תושבים דיווחו על נוכחות EULEX במרחב ציר יאריניה–לפוסאביץ׳. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009973,2026-09-16T15:41:03.000694Z,חדשות מקומיות,לא סווגה,likely,נמוכה,ENT-KOSOVO-POLICE,LOC-V2-003,מספר פרסומים מצביעים על תנועה של משטרת קוסובו ליד מרחב מעבר ברניאק; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009974,2026-09-16T11:49:45.579410Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,ENT-KFOR-RCE,LOC-V2-007,מספר פרסומים מצביעים על תנועה של KFOR פיקוד אזורי מזרח ליד קו חסימה מערבי לזובין פוטוק; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009975,2026-09-15T03:46:58.198436Z,בלוג פוליטי,לא סווגה,unverified,בינונית,ENT-KFOR-RCE,LOC-V2-012,תושבים דיווחו על נוכחות KFOR פיקוד אזורי מזרח במרחב מחנה בונדסטיל - אזור כללי. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009976,2026-09-16T22:07:02.486737Z,ערוץ חדשות בינלאומי,לא סווגה,false,גבוהה,ENT-NATO-RESERVE,LOC-V2-012,מספר פרסומים מצביעים על תנועה של כוח עתודה אזורי של נאטו ליד מחנה בונדסטיל - אזור כללי; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-009977,2026-09-14T19:22:48.243955Z,טיקטוק,לא סווגה,unverified,גבוהה,ENT-KFOR-MSU,LOC-V2-012,דיווח ממקור גלוי מתאר פעילות של היחידה הרב-לאומית המיוחדת של KFOR באזור מחנה בונדסטיל - אזור כללי במסגרת 'נסיגת מוצבי משטרת קוסובו והקמת קווי עיכוב'. נדרש אימות נוסף.
REC-V2-009978,2026-09-14T10:39:33.555401Z,פייסבוק,לא סווגה,confirmed,גבוהה,ENT-KSF,LOC-V2-015,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות באזור מרחב מעבר מרדארה, ללא פירוט מלא."
REC-V2-009979,2026-09-14T08:15:48.318601Z,שמועה מקומית,לא סווגה,disputed,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-002,תושבים דיווחו על נוכחות יחידה מיוחדת של משטרת קוסובו במרחב ציר יאריניה–לפוסאביץ׳. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009980,2026-09-16T08:11:56.943134Z,פייסבוק,לא סווגה,confirmed,נמוכה,ENT-KFOR-AVIATION,LOC-V2-005,תושבים דיווחו על נוכחות כוח התעופה של KFOR במרחב מרחב גזיבודה הצפוני. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009981,2026-09-14T18:55:50.163102Z,שמועה מקומית,לא סווגה,unverified,נמוכה,ENT-SAF-21-INF,LOC-V2-011,"תיעוד ברשתות מציג כלי רכב שיוחסו לגדוד החי״ר ה-21 סמוך למחנה נובו סלו - אזור כללי, אך מועד הצילום אינו ודאי."
REC-V2-009982,2026-09-14T19:15:23.063481Z,ערוץ חדשות בינלאומי,לא סווגה,disputed,בינונית,ENT-AMBULANCES,LOC-V2-006,תושבים דיווחו על נוכחות אמבולנסים במרחב קו חסימה צפוני ללפוסאביץ׳. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009983,2026-09-16T09:26:26.432768Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,ENT-KOSOVO-MOI,LOC-V2-003,"הודעה פומבית מתייחסת למשרד הפנים של קוסובו ולשינוי היערכות באזור מרחב מעבר ברניאק, ללא פירוט מלא."
REC-V2-009984,2026-09-14T07:15:43.099047Z,טיקטוק,לא סווגה,likely,נמוכה,ENT-KFOR,LOC-V2-012,דיווח ממקור גלוי מתאר פעילות של KFOR באזור מחנה בונדסטיל - אזור כללי במסגרת 'אינדיקציות פומביות למעבר צבא סרביה לכוננות מבצעית'. נדרש אימות נוסף.
REC-V2-009985,2026-09-17T03:29:47.859239Z,X,לא סווגה,disputed,בינונית,ENT-NATO-RESERVE,LOC-V2-003,דיווח ממקור גלוי מתאר פעילות של כוח עתודה אזורי של נאטו באזור מרחב מעבר ברניאק במסגרת 'התבססות בכיסי שליטה מוגבלים והתגברות דיסאינפורמציה'. נדרש אימות נוסף.
REC-V2-009986,2026-09-17T00:49:04.515912Z,הודעת דובר,לא סווגה,unverified,נמוכה,ENT-SAF-21-INF,LOC-V2-005,"תיעוד ברשתות מציג כלי רכב שיוחסו לגדוד החי״ר ה-21 סמוך למרחב גזיבודה הצפוני, אך מועד הצילום אינו ודאי."
REC-V2-009987,2026-09-16T09:15:26.514245Z,טלגרם,לא סווגה,likely,נמוכה,ENT-KSF,LOC-V2-008,דיווח ממקור גלוי מתאר פעילות של KSF באזור גישות צפוניות לזבצ׳אן במסגרת 'ניסיונות תמרון סרביים בצירים חלופיים'. נדרש אימות נוסף.
REC-V2-009988,2026-09-15T06:13:42.715948Z,פייסבוק,לא סווגה,unverified,בינונית,ENT-KFOR-MSU,LOC-V2-011,תושבים דיווחו על נוכחות היחידה הרב-לאומית המיוחדת של KFOR במרחב מחנה נובו סלו - אזור כללי. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009989,2026-09-17T00:21:26.388419Z,קבוצת וואטסאפ,לא סווגה,disputed,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-001,דיווח ממקור גלוי מתאר פעילות של יחידה מיוחדת של משטרת קוסובו באזור מרחב מעבר יאריניה במסגרת 'התבססות בכיסי שליטה מוגבלים והתגברות דיסאינפורמציה'. נדרש אימות נוסף.
REC-V2-009990,2026-09-16T03:02:04.674151Z,שמועה מקומית,לא סווגה,unverified,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-008,"הודעה פומבית מתייחסת ליחידה מיוחדת של משטרת קוסובו ולשינוי היערכות באזור גישות צפוניות לזבצ׳אן, ללא פירוט מלא."
REC-V2-009991,2026-09-17T03:01:22.303791Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,ENT-SAF-210-ENG,LOC-V2-014,מקור גלוי טוען כי גדוד ההנדסה ה-210 קשור להתפתחות 'התבססות בכיסי שליטה מוגבלים והתגברות דיסאינפורמציה' באזור מרחב שדה התעופה פרישטינה; הפרטים חלקיים.
REC-V2-009992,2026-09-16T18:49:00.527987Z,חדשות מקומיות,לא סווגה,likely,בינונית,ENT-KOSOVO-GOV,LOC-V2-001,דיווח ממקור גלוי מתאר פעילות של ממשלת קוסובו באזור מרחב מעבר יאריניה במסגרת 'ניסיונות תמרון סרביים בצירים חלופיים'. נדרש אימות נוסף.
REC-V2-009993,2026-09-14T19:30:13.461032Z,בלוג פוליטי,לא סווגה,confirmed,נמוכה,ENT-EULEX,LOC-V2-009,תושבים דיווחו על נוכחות EULEX במרחב גישות צפוניות לצפון מיטרוביצה. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-009994,2026-09-14T16:30:39.455707Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,ENT-KFOR-AVIATION,LOC-V2-003,"הודעה פומבית מתייחסת לכוח התעופה של KFOR ולשינוי היערכות באזור מרחב מעבר ברניאק, ללא פירוט מלא."
REC-V2-009995,2026-09-17T05:16:28.886103Z,פייסבוק,לא סווגה,confirmed,בינונית,ENT-KSF,LOC-V2-014,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות באזור מרחב שדה התעופה פרישטינה, ללא פירוט מלא."
REC-V2-009996,2026-09-15T19:07:44.231561Z,X,לא סווגה,false,בינונית,ENT-NATO-RESERVE,LOC-V2-009,דיווח ממקור גלוי מתאר פעילות של כוח עתודה אזורי של נאטו באזור גישות צפוניות לצפון מיטרוביצה במסגרת 'התגברות סיורי אוויר ותצפית של נאטו'. נדרש אימות נוסף.
REC-V2-009997,2026-09-16T01:01:14.595106Z,פייסבוק,לא סווגה,unverified,גבוהה,ENT-KFOR,LOC-V2-014,דיווח ממקור גלוי מתאר פעילות של KFOR באזור מרחב שדה התעופה פרישטינה במסגרת 'התגברות סיורי אוויר ותצפית של נאטו'. נדרש אימות נוסף.
REC-V2-009998,2026-09-17T01:00:30.268339Z,חדשות מקומיות,לא סווגה,likely,בינונית,ENT-KFOR,LOC-V2-008,דיווח ממקור גלוי מתאר פעילות של KFOR באזור גישות צפוניות לזבצ׳אן במסגרת 'קיפאון מבצעי והסדר מניעת חיכוך זמני'. נדרש אימות נוסף.
REC-V2-009999,2026-09-15T05:01:51.634967Z,פייסבוק,לא סווגה,confirmed,גבוהה,ENT-KFOR-AVIATION,LOC-V2-001,דיווח ממקור גלוי מתאר פעילות של כוח התעופה של KFOR באזור מרחב מעבר יאריניה במסגרת 'תנועת כוח סרבי מוגבלת לעבר מרחב גזיבודה'. נדרש אימות נוסף.
REC-V2-010000,2026-09-16T21:55:50.274086Z,הודעת דובר,לא סווגה,disputed,נמוכה,ENT-AMBULANCES,LOC-V2-012,תושבים דיווחו על נוכחות אמבולנסים במרחב מחנה בונדסטיל - אזור כללי. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-010001,2026-09-16T05:22:55.399358Z,בלוג פוליטי,לא סווגה,unverified,בינונית,ENT-KOSOVO-GOV,LOC-V2-005,מספר פרסומים מצביעים על תנועה של ממשלת קוסובו ליד מרחב גזיבודה הצפוני; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010002,2026-09-15T03:05:04.015320Z,טיקטוק,לא סווגה,confirmed,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-010,מספר פרסומים מצביעים על תנועה של יחידה מיוחדת של משטרת קוסובו ליד מרחב גשר איבר; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010003,2026-09-17T03:25:15.296702Z,טיקטוק,לא סווגה,likely,גבוהה,ENT-KFOR-MSU,LOC-V2-005,מספר פרסומים מצביעים על תנועה של היחידה הרב-לאומית המיוחדת של KFOR ליד מרחב גזיבודה הצפוני; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010004,2026-09-15T19:47:51.746871Z,שמועה מקומית,לא סווגה,unverified,נמוכה,ENT-KFOR-MSU,LOC-V2-001,"הודעה פומבית מתייחסת להיחידה הרב-לאומית המיוחדת של KFOR ולשינוי היערכות באזור מרחב מעבר יאריניה, ללא פירוט מלא."
REC-V2-010005,2026-09-15T05:07:51.695966Z,בלוג פוליטי,לא סווגה,unverified,גבוהה,ENT-LOCAL-RESIDENTS,LOC-V2-010,"הודעה פומבית מתייחסת לתושבים מקומיים ולשינוי היערכות באזור מרחב גשר איבר, ללא פירוט מלא."
REC-V2-010006,2026-09-15T02:37:24.072137Z,בלוג פוליטי,לא סווגה,confirmed,נמוכה,ENT-SAF-2BRIGADE,LOC-V2-009,"תיעוד ברשתות מציג כלי רכב שיוחסו להחטיבה השנייה של צבא סרביה סמוך לגישות צפוניות לצפון מיטרוביצה, אך מועד הצילום אינו ודאי."
REC-V2-010007,2026-09-16T08:25:09.482932Z,ערוץ חדשות בינלאומי,לא סווגה,disputed,נמוכה,ENT-KFOR-KTRBN,LOC-V2-006,תושבים דיווחו על נוכחות גדוד העתודה הטקטית של KFOR במרחב קו חסימה צפוני ללפוסאביץ׳. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-010008,2026-09-16T22:03:39.005383Z,קבוצת וואטסאפ,לא סווגה,confirmed,בינונית,ENT-KOSOVO-GOV,LOC-V2-008,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות באזור גישות צפוניות לזבצ׳אן, ללא פירוט מלא."
REC-V2-010009,2026-09-15T14:52:07.931817Z,טיקטוק,לא סווגה,likely,נמוכה,ENT-EULEX,LOC-V2-003,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות באזור מרחב מעבר ברניאק, ללא פירוט מלא."
REC-V2-010010,2026-09-16T04:39:38.958847Z,בלוג פוליטי,לא סווגה,unverified,גבוהה,ENT-AMBULANCES,LOC-V2-013,"הודעה פומבית מתייחסת לאמבולנסים ולשינוי היערכות באזור ציר תגבור פרישטינה–מיטרוביצה, ללא פירוט מלא."
REC-V2-010011,2026-09-14T17:48:21.182851Z,ערוץ חדשות בינלאומי,לא סווגה,confirmed,גבוהה,ENT-EULEX,LOC-V2-006,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות באזור קו חסימה צפוני ללפוסאביץ׳, ללא פירוט מלא."
REC-V2-010012,2026-09-16T01:00:52.168587Z,טלגרם,לא סווגה,unverified,גבוהה,ENT-KFOR-KTRBN,LOC-V2-008,מספר פרסומים מצביעים על תנועה של גדוד העתודה הטקטית של KFOR ליד גישות צפוניות לזבצ׳אן; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010013,2026-09-14T10:49:31.709058Z,X,לא סווגה,disputed,גבוהה,ENT-LOCAL-RESIDENTS,LOC-V2-004,מספר פרסומים מצביעים על תנועה של תושבים מקומיים ליד ציר ברניאק–זובין פוטוק; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010014,2026-09-14T18:03:58.345334Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,ENT-KOSOVO-GOV,LOC-V2-012,מספר פרסומים מצביעים על תנועה של ממשלת קוסובו ליד מחנה בונדסטיל - אזור כללי; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010015,2026-09-14T08:08:50.652334Z,קבוצת וואטסאפ,לא סווגה,unverified,גבוהה,ENT-KOSOVO-MOI,LOC-V2-011,דיווח ממקור גלוי מתאר פעילות של משרד הפנים של קוסובו באזור מחנה נובו סלו - אזור כללי במסגרת 'אינדיקציות פומביות למעבר צבא סרביה לכוננות מבצעית'. נדרש אימות נוסף.
REC-V2-010016,2026-09-15T09:24:23.957491Z,טיקטוק,לא סווגה,confirmed,נמוכה,ENT-KFOR-AVIATION,LOC-V2-002,"הודעה פומבית מתייחסת לכוח התעופה של KFOR ולשינוי היערכות באזור ציר יאריניה–לפוסאביץ׳, ללא פירוט מלא."
REC-V2-010017,2026-09-14T22:57:58.384109Z,טיקטוק,לא סווגה,likely,בינונית,ENT-LOCAL-RESIDENTS,LOC-V2-014,דיווח ממקור גלוי מתאר פעילות של תושבים מקומיים באזור מרחב שדה התעופה פרישטינה במסגרת 'נסיגת מוצבי משטרת קוסובו והקמת קווי עיכוב'. נדרש אימות נוסף.
REC-V2-010018,2026-09-14T09:51:40.630514Z,טלגרם,לא סווגה,disputed,בינונית,ENT-LOCAL-RESIDENTS,LOC-V2-015,דיווח ממקור גלוי מתאר פעילות של תושבים מקומיים באזור מרחב מעבר מרדארה במסגרת 'אינדיקציות פומביות למעבר צבא סרביה לכוננות מבצעית'. נדרש אימות נוסף.
REC-V2-010019,2026-09-16T04:03:14.393794Z,חדשות מקומיות,לא סווגה,unverified,בינונית,ENT-KOSOVO-GOV,LOC-V2-001,מספר פרסומים מצביעים על תנועה של ממשלת קוסובו ליד מרחב מעבר יאריניה; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010020,2026-09-16T01:34:05.553064Z,פייסבוק,לא סווגה,likely,בינונית,ENT-KFOR-AVIATION,LOC-V2-004,דיווח ממקור גלוי מתאר פעילות של כוח התעופה של KFOR באזור ציר ברניאק–זובין פוטוק במסגרת 'התגברות סיורי אוויר ותצפית של נאטו'. נדרש אימות נוסף.
REC-V2-010021,2026-09-16T21:00:46.660413Z,שמועה מקומית,לא סווגה,unverified,בינונית,ENT-AMBULANCES,LOC-V2-006,דיווח ממקור גלוי מתאר פעילות של אמבולנסים באזור קו חסימה צפוני ללפוסאביץ׳ במסגרת 'התבססות בכיסי שליטה מוגבלים והתגברות דיסאינפורמציה'. נדרש אימות נוסף.
REC-V2-010022,2026-09-14T13:25:08.133365Z,בלוג פוליטי,לא סווגה,likely,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-014,דיווח ממקור גלוי מתאר פעילות של יחידה מיוחדת של משטרת קוסובו באזור מרחב שדה התעופה פרישטינה במסגרת 'אינדיקציות פומביות למעבר צבא סרביה לכוננות מבצעית'. נדרש אימות נוסף.
REC-V2-010023,2026-09-14T12:09:33.409112Z,טלגרם,לא סווגה,confirmed,גבוהה,ENT-LOCAL-JOURNALISTS,LOC-V2-001,"הודעה פומבית מתייחסת לעיתונאים מקומיים ולשינוי היערכות באזור מרחב מעבר יאריניה, ללא פירוט מלא."
REC-V2-010024,2026-09-16T10:01:30.595846Z,X,לא סווגה,likely,גבוהה,ENT-EULEX,LOC-V2-008,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות באזור גישות צפוניות לזבצ׳אן, ללא פירוט מלא."
REC-V2-010025,2026-09-14T18:41:41.201894Z,חדשות מקומיות,לא סווגה,likely,בינונית,ENT-KOSOVO-MOI,LOC-V2-001,דיווח ממקור גלוי מתאר פעילות של משרד הפנים של קוסובו באזור מרחב מעבר יאריניה במסגרת 'כניסת כוחות סרביים בצירי יאריניה וברניאק'. נדרש אימות נוסף.
REC-V2-010026,2026-09-16T10:32:13.568252Z,טלגרם,לא סווגה,unverified,נמוכה,ENT-NATO-RESERVE,LOC-V2-015,מספר פרסומים מצביעים על תנועה של כוח עתודה אזורי של נאטו ליד מרחב מעבר מרדארה; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010027,2026-09-16T05:06:48.119110Z,טיקטוק,לא סווגה,likely,גבוהה,ENT-KFOR-AVIATION,LOC-V2-012,דיווח ממקור גלוי מתאר פעילות של כוח התעופה של KFOR באזור מחנה בונדסטיל - אזור כללי במסגרת 'בלימת ההתקדמות הסרבית מול קווי החסימה'. נדרש אימות נוסף.
REC-V2-010028,2026-09-15T14:22:21.375921Z,חדשות מקומיות,לא סווגה,confirmed,גבוהה,ENT-LOCAL-JOURNALISTS,LOC-V2-003,מספר פרסומים מצביעים על תנועה של עיתונאים מקומיים ליד מרחב מעבר ברניאק; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010029,2026-09-16T11:40:39.835256Z,קבוצת וואטסאפ,לא סווגה,false,גבוהה,ENT-NATO-RESERVE,LOC-V2-011,מספר פרסומים מצביעים על תנועה של כוח עתודה אזורי של נאטו ליד מחנה נובו סלו - אזור כללי; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010030,2026-09-15T02:57:02.585701Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,גבוהה,ENT-KOSOVO-POLICE,LOC-V2-015,דיווח ממקור גלוי מתאר פעילות של משטרת קוסובו באזור מרחב מעבר מרדארה במסגרת 'נסיגת מוצבי משטרת קוסובו והקמת קווי עיכוב'. נדרש אימות נוסף.
REC-V2-010031,2026-09-15T17:49:31.210301Z,ערוץ חדשות בינלאומי,לא סווגה,likely,נמוכה,ENT-SAF-3BRIGADE,LOC-V2-003,"תיעוד ברשתות מציג כלי רכב שיוחסו להחטיבה השלישית של צבא סרביה סמוך למרחב מעבר ברניאק, אך מועד הצילום אינו ודאי."
REC-V2-010032,2026-09-16T19:29:08.248618Z,X,לא סווגה,unverified,נמוכה,ENT-KOSOVO-GOV,LOC-V2-009,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות באזור גישות צפוניות לצפון מיטרוביצה, ללא פירוט מלא."
REC-V2-010033,2026-09-15T03:29:55.903150Z,פייסבוק,לא סווגה,unverified,נמוכה,ENT-KFOR-MSU,LOC-V2-008,מספר פרסומים מצביעים על תנועה של היחידה הרב-לאומית המיוחדת של KFOR ליד גישות צפוניות לזבצ׳אן; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010034,2026-09-16T04:09:26.198888Z,X,לא סווגה,unverified,בינונית,ENT-AMBULANCES,LOC-V2-007,דיווח ממקור גלוי מתאר פעילות של אמבולנסים באזור קו חסימה מערבי לזובין פוטוק במסגרת 'התגברות סיורי אוויר ותצפית של נאטו'. נדרש אימות נוסף.
REC-V2-010035,2026-09-16T16:22:00.227748Z,פייסבוק,לא סווגה,unverified,נמוכה,ENT-AMBULANCES,LOC-V2-012,מספר פרסומים מצביעים על תנועה של אמבולנסים ליד מחנה בונדסטיל - אזור כללי; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010036,2026-09-16T17:35:31.734265Z,פייסבוק,לא סווגה,likely,נמוכה,ENT-SAF-2BRIGADE,LOC-V2-014,מקור גלוי טוען כי החטיבה השנייה של צבא סרביה קשור להתפתחות 'ניסיונות תמרון סרביים בצירים חלופיים' באזור מרחב שדה התעופה פרישטינה; הפרטים חלקיים.
REC-V2-010037,2026-09-16T09:58:09.114000Z,פייסבוק,לא סווגה,confirmed,בינונית,ENT-AMBULANCES,LOC-V2-015,דיווח ממקור גלוי מתאר פעילות של אמבולנסים באזור מרחב מעבר מרדארה במסגרת 'ניסיונות תמרון סרביים בצירים חלופיים'. נדרש אימות נוסף.
REC-V2-010038,2026-09-15T20:56:30.006402Z,X,לא סווגה,likely,בינונית,ENT-KSF,LOC-V2-007,תושבים דיווחו על נוכחות KSF במרחב קו חסימה מערבי לזובין פוטוק. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-010039,2026-09-16T15:53:13.863380Z,X,לא סווגה,likely,בינונית,ENT-KSF,LOC-V2-007,מספר פרסומים מצביעים על תנועה של KSF ליד קו חסימה מערבי לזובין פוטוק; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010040,2026-09-14T18:08:54.622881Z,ערוץ חדשות בינלאומי,לא סווגה,likely,בינונית,ENT-KOSOVO-POLICE,LOC-V2-011,מספר פרסומים מצביעים על תנועה של משטרת קוסובו ליד מחנה נובו סלו - אזור כללי; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010041,2026-09-16T22:23:41.128495Z,קבוצת וואטסאפ,לא סווגה,unverified,בינונית,ENT-KFOR,LOC-V2-004,דיווח ממקור גלוי מתאר פעילות של KFOR באזור ציר ברניאק–זובין פוטוק במסגרת 'התבססות בכיסי שליטה מוגבלים והתגברות דיסאינפורמציה'. נדרש אימות נוסף.
REC-V2-010042,2026-09-16T02:17:26.807681Z,X,לא סווגה,disputed,בינונית,ENT-KFOR-MSU,LOC-V2-003,תושבים דיווחו על נוכחות היחידה הרב-לאומית המיוחדת של KFOR במרחב מרחב מעבר ברניאק. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-010043,2026-09-14T22:29:55.906502Z,טיקטוק,לא סווגה,likely,בינונית,ENT-KSF,LOC-V2-011,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות באזור מחנה נובו סלו - אזור כללי, ללא פירוט מלא."
REC-V2-010044,2026-09-16T10:00:08.323286Z,פייסבוק,לא סווגה,likely,בינונית,ENT-KFOR-KTRBN,LOC-V2-008,מספר פרסומים מצביעים על תנועה של גדוד העתודה הטקטית של KFOR ליד גישות צפוניות לזבצ׳אן; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-010045,2026-09-16T09:07:35.970849Z,פייסבוק,לא סווגה,unverified,גבוהה,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-013,"הודעה פומבית מתייחסת ליחידה מיוחדת של משטרת קוסובו ולשינוי היערכות באזור ציר תגבור פרישטינה–מיטרוביצה, ללא פירוט מלא."
REC-V2-010046,2026-09-15T12:04:08.808058Z,חדשות מקומיות,לא סווגה,likely,בינונית,ENT-AMBULANCES,LOC-V2-008,תושבים דיווחו על נוכחות אמבולנסים במרחב גישות צפוניות לזבצ׳אן. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-010047,2026-09-14T21:24:42.435275Z,ערוץ חדשות בינלאומי,לא סווגה,likely,גבוהה,ENT-KSF,LOC-V2-003,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות באזור מרחב מעבר ברניאק, ללא פירוט מלא."
REC-V2-010048,2026-09-16T07:09:35.721415Z,טיקטוק,לא סווגה,likely,בינונית,ENT-KOSOVO-POLICE,LOC-V2-010,"הודעה פומבית מתייחסת למשטרת קוסובו ולשינוי היערכות באזור מרחב גשר איבר, ללא פירוט מלא."
