event_id,record_id,source_type,scenario_event_id,event_name,same_event_cluster,information_type,military_signal_type,relevance_label,source_reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,claimed_location,ground_truth_location,analyst_question,country,region,municipality,locality,place_name,location_precision,location_confidence
REC-056945,REC-056945,שמועה מקומית,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-12,דיווח ירי,דיווח ירי,1,disputed,חלשה,נמוכה,false,false,true,false,true,false,false,false,סרטון ישן,לא ידוע,"צפון מיטרוביצה, תחנת דלק 93","צפון מיטרוביצה, תחנת דלק 93",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת דלק 93,facility,בינונית
REC-068897,REC-068897,הודעת דובר,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-05,חדשות/תקשורת,,5,unverified,חלשה,נמוכה,false,false,false,false,false,false,false,false,,לא ידוע,"לפוסאביץ׳, אזור תעשייה קטן 116","לפוסאביץ׳, אזור תעשייה קטן 116",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 116,אזור תעשייה קטן 116,neighborhood,גבוהה
REC-016748,REC-016748,טיקטוק,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-12,תחבורה/לוגיסטיקה אזרחית,,3,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,"זובין פוטוק, נקודת בידוק כללית 124","זובין פוטוק, נקודת בידוק כללית 124",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,נקודת בידוק כללית 124,checkpoint_area,נמוכה
REC-032952,REC-032952,הודעת דובר,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-09,רשתות חברתיות,,4,confirmed,חלשה,גבוהה,false,false,false,true,false,true,false,false,,נכון,"צפון מיטרוביצה, בית ספר 26","צפון מיטרוביצה, בית ספר 26",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 26,facility,גבוהה
REC-074686,REC-074686,פייסבוק,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-09,ציוד/רכבים,ציוד/רכבים,3,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,true,false,true,false,תוכן מפוברק,נכון חלקית,"זבצ׳אן, אזור תעשייה קטן 9","זבצ׳אן, אזור תעשייה קטן 9",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור תעשייה קטן 9,neighborhood,בינונית
REC-002648,REC-002648,חדשות מקומיות,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-07,פעילות משטרתית,פעילות משטרתית,5,confirmed,בינונית,גבוהה,false,true,false,false,true,false,false,false,,נכון חלקית,"צפון מיטרוביצה, בית ספר 59","צפון מיטרוביצה, בית ספר 59",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 59,facility,בינונית
REC-060916,REC-060916,חדשות מקומיות,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-08,כלכלי/חברתי,,1,disputed,חלשה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"לפוסאביץ׳, כפר סמוך 13","לפוסאביץ׳, כפר סמוך 13",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 13,כפר סמוך 13,village,בינונית
REC-068714,REC-068714,שמועה מקומית,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-02,כלכלי/חברתי,,2,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"צפון מיטרוביצה, תחנת דלק 27","צפון מיטרוביצה, תחנת דלק 27",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 27,תחנת דלק 27,facility,גבוהה
REC-081141,REC-081141,ערוץ חדשות בינלאומי,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,פעילות משטרתית,פעילות משטרתית,4,disputed,בינונית,נמוכה,true,false,false,true,true,true,false,false,,נכון חלקית,"זובין פוטוק, אזור מיוער סמוך לכפר","זובין פוטוק, אזור מיוער סמוך לכפר",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זובין פוטוק,כפר סמוך,אזור מיוער סמוך לכפר,rural_area,נמוכה
REC-012126,REC-012126,X,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-02,רפואי/חירום,,2,unverified,בינונית,נמוכה,true,false,false,true,false,false,false,false,,לא ידוע,"צפון מיטרוביצה, כפר סמוך 71","צפון מיטרוביצה, כפר סמוך 71",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 71,כפר סמוך 71,village,נמוכה
REC-080002,REC-080002,X,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-04,תצפית על תנועת כוחות,תצפית על תנועת כוחות,4,false,חלשה,נמוכה,false,true,false,false,true,false,false,true,מיקום שגוי,שגוי,"צפון מיטרוביצה, ציר גישה 46","זובין פוטוק, צומת מקומי 40",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 40,junction,נמוכה
REC-004942,REC-004942,בלוג פוליטי,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-10,רשתות חברתיות,,0,propaganda/disinformation,חזקה,נמוכה,false,true,false,true,false,true,false,false,הגזמת מספרים,שגוי,"צפון מיטרוביצה, ציר גישה 34","צפון מיטרוביצה, ציר גישה 34",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 34,road_segment,נמוכה
REC-025036,REC-025036,הודעת דובר,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-03,ציוד/רכבים,ציוד/רכבים,2,likely,חלשה,בינונית,false,false,false,true,true,true,false,false,,נכון,"לפוסאביץ׳, ציר גישה 67","לפוסאביץ׳, ציר גישה 67",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,ציר גישה 67,road_segment,בינונית
REC-014869,REC-014869,טלגרם,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-04,רשתות חברתיות,,2,disputed,בינונית,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"זבצ׳אן, אזור מבנה העירייה","זבצ׳אן, אזור מבנה העירייה",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור מבנה העירייה,facility,נמוכה
REC-021566,REC-021566,פייסבוק,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-07,רשתות חברתיות,,2,propaganda/disinformation,חזקה,נמוכה,false,false,false,true,false,false,false,false,הגזמת מספרים,נכון חלקית,"צפון מיטרוביצה, ציר גישה 46","צפון מיטרוביצה, ציר גישה 46",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 46,ציר גישה 46,road_segment,גבוהה
REC-063165,REC-063165,שמועה מקומית,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-07,ציוד/רכבים,ציוד/רכבים,4,false,חלשה,נמוכה,false,true,false,false,true,true,false,false,פרשנות מוטה,שגוי,"זבצ׳אן, אזור תעשייה קטן 35","זבצ׳אן, אזור תעשייה קטן 35",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 35,אזור תעשייה קטן 35,neighborhood,גבוהה
REC-049819,REC-049819,חדשות מקומיות,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-02,תחבורה/לוגיסטיקה אזרחית,,0,likely,חלשה,בינונית,false,false,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, כפר סמוך 90","צפון מיטרוביצה, כפר סמוך 90",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 90,village,בינונית
REC-092781,REC-092781,פייסבוק,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,EVT-019-CL-04,דיווח רחפן/מסוק,דיווח רחפן/מסוק,0,likely,בינונית,בינונית,false,false,false,true,true,true,false,true,זיהוי שגוי של כוח,שגוי,"זבצ׳אן, נקודת בידוק כללית 44","זבצ׳אן, נקודת בידוק כללית 44",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 44,נקודת בידוק כללית 44,checkpoint_area,גבוהה
REC-080340,REC-080340,קבוצת וואטסאפ,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-09,מחסום/חסימה,מחסום/חסימה,5,false,חלשה,נמוכה,false,true,false,false,true,false,false,true,רעש שנראה צבאי,שגוי,"צפון מיטרוביצה, ציר גישה 91","צפון מיטרוביצה, ציר גישה 91",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 91,road_segment,נמוכה
REC-046817,REC-046817,טלגרם,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-04,רשתות חברתיות,,1,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, ציר גישה 125","צפון מיטרוביצה, ציר גישה 125",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 125,ציר גישה 125,road_segment,בינונית
REC-035265,REC-035265,X,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-04,פעילות משטרתית,פעילות משטרתית,4,disputed,בינונית,נמוכה,false,true,false,false,true,false,false,true,מיקום שגוי,נכון חלקית,"צפון מיטרוביצה, נקודת בידוק כללית 49","צפון מיטרוביצה, מבנה העירייה",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,מבנה העירייה,facility,נמוכה
REC-092114,REC-092114,בלוג פוליטי,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-01,דיווח רחפן/מסוק,דיווח רחפן/מסוק,4,disputed,בינונית,נמוכה,true,true,true,false,true,false,false,false,סרטון ישן,שגוי,"לפוסאביץ׳, אזור תעשייה קטן 116","לפוסאביץ׳, אזור תעשייה קטן 116",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 116,אזור תעשייה קטן 116,neighborhood,נמוכה
REC-018747,REC-018747,חדשות מקומיות,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-09,תצפית על תנועת כוחות,תצפית על תנועת כוחות,3,unverified,בינונית,נמוכה,false,false,false,false,true,true,false,false,,נכון חלקית,"צפון מיטרוביצה, בית ספר 12","צפון מיטרוביצה, בית ספר 12",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 12,בית ספר 12,facility,גבוהה
REC-044004,REC-044004,X,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-02,רפואי/חירום,,3,unverified,בינונית,נמוכה,false,false,false,true,false,true,false,true,מיקום שגוי,לא ידוע,"לפוסאביץ׳, אזור מיוער 54","זובין פוטוק, צומת מקומי 109",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 109,junction,נמוכה
REC-006784,REC-006784,טלגרם,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-05,פעילות משטרתית,פעילות משטרתית,3,disputed,בינונית,נמוכה,false,false,true,false,true,false,false,false,תוכן מפוברק,לא ידוע,"לפוסאביץ׳, תחנת דלק 47","לפוסאביץ׳, תחנת דלק 47",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,תחנת דלק 47,facility,בינונית
REC-031723,REC-031723,שמועה מקומית,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-10,כלכלי/חברתי,,3,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"זבצ׳אן, נקודת בידוק כללית 107","זבצ׳אן, נקודת בידוק כללית 107",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 107,checkpoint_area,נמוכה
REC-085159,REC-085159,שמועה מקומית,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-09,תחבורה/לוגיסטיקה אזרחית,,3,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,"לפוסאביץ׳, כפר סמוך 127","לפוסאביץ׳, כפר סמוך 127",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 127,village,בינונית
REC-037043,REC-037043,ערוץ חדשות בינלאומי,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,כלכלי/חברתי,,2,disputed,בינונית,נמוכה,false,false,false,true,false,false,false,false,סרטון ישן,נכון חלקית,"זבצ׳אן, נקודת בידוק כללית 61","זבצ׳אן, נקודת בידוק כללית 61",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 61,checkpoint_area,בינונית
REC-008594,REC-008594,X,EVT-023,הסרת חלק מהחסימות,EVT-023-CL-09,רשתות חברתיות,,1,unverified,חלשה,נמוכה,false,true,false,true,false,false,false,true,מיקום שגוי,לא ידוע,"לפוסאביץ׳, ציר גישה 18","זבצ׳אן, צומת מקומי 114",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 114,צומת מקומי 114,junction,נמוכה
REC-046620,REC-046620,X,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,EVT-019-CL-08,רשתות חברתיות,,1,propaganda/disinformation,בינונית,נמוכה,false,false,false,true,false,true,false,false,הכחשה שקרית,שגוי,"צפון מיטרוביצה, אזור תעשייה קטן 14","צפון מיטרוביצה, אזור תעשייה קטן 14",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,אזור תעשייה קטן 14,neighborhood,גבוהה
REC-053704,REC-053704,ערוץ חדשות בינלאומי,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-12,רפואי/חירום,,4,confirmed,בינונית,גבוהה,true,false,false,true,false,false,false,false,,נכון,"לפוסאביץ׳, כיכר מרכזית 31","לפוסאביץ׳, כיכר מרכזית 31",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 31,public_square,גבוהה
REC-035912,REC-035912,X,EVT-023,הסרת חלק מהחסימות,EVT-023-CL-07,כלכלי/חברתי,,2,disputed,בינונית,נמוכה,false,false,false,true,false,true,false,false,,לא ידוע,"צפון מיטרוביצה, צומת מקומי 83","צפון מיטרוביצה, צומת מקומי 83",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 83,junction,גבוהה
REC-047539,REC-047539,טיקטוק,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-07,דיווח רחפן/מסוק,דיווח רחפן/מסוק,3,disputed,בינונית,נמוכה,false,true,true,false,true,true,false,false,סרטון ישן,נכון,"צפון מיטרוביצה, ציר גישה 102","צפון מיטרוביצה, ציר גישה 102",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 102,ציר גישה 102,road_segment,בינונית
REC-063893,REC-063893,בלוג פוליטי,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-12,נוכחות KFOR,נוכחות KFOR,2,disputed,בינונית,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,שגוי,"זבצ׳אן, נקודת בידוק כללית 61","זבצ׳אן, נקודת בידוק כללית 61",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 61,checkpoint_area,בינונית
REC-083679,REC-083679,טיקטוק,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-02,דיווח ירי,דיווח ירי,3,false,בינונית,נמוכה,false,true,true,false,true,true,false,false,הגזמת מספרים,לא ידוע,"צפון מיטרוביצה, ציר גישה 48","צפון מיטרוביצה, ציר גישה 48",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 48,ציר גישה 48,road_segment,גבוהה
REC-092128,REC-092128,שמועה מקומית,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-02,תחבורה/לוגיסטיקה אזרחית,,2,false,חלשה,נמוכה,false,false,false,true,false,false,false,false,הכחשה שקרית,שגוי,"זבצ׳אן, תחנת דלק 30","זבצ׳אן, תחנת דלק 30",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 30,תחנת דלק 30,facility,נמוכה
REC-013355,REC-013355,חדשות מקומיות,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,דיווח רחפן/מסוק,דיווח רחפן/מסוק,2,unverified,חלשה,נמוכה,false,false,false,true,true,false,false,false,,נכון חלקית,"לפוסאביץ׳, כפר סמוך 103","לפוסאביץ׳, כפר סמוך 103",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 103,village,בינונית
REC-043009,REC-043009,קבוצת וואטסאפ,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,EVT-019-CL-11,רשתות חברתיות,,2,confirmed,חלשה,גבוהה,false,true,false,true,false,false,false,false,,נכון,"לפוסאביץ׳, כיכר מרכזית 108","לפוסאביץ׳, כיכר מרכזית 108",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 108,כיכר מרכזית 108,public_square,בינונית
REC-052068,REC-052068,פייסבוק,EVT-020,מעצר חשודים והחרמת ציוד,EVT-020-CL-02,חדשות/תקשורת,,3,propaganda/disinformation,חלשה,נמוכה,false,false,false,false,false,true,false,false,סרטון ישן,שגוי,"זובין פוטוק, תחנת דלק 63","זובין פוטוק, תחנת דלק 63",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,תחנת דלק 63,facility,נמוכה
REC-089607,REC-089607,בלוג פוליטי,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-05,רשתות חברתיות,,2,unverified,חלשה,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,"זובין פוטוק, צומת מקומי 40","זובין פוטוק, צומת מקומי 40",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 40,junction,נמוכה
REC-001642,REC-001642,טיקטוק,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-06,כלכלי/חברתי,,2,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, נקודת בידוק כללית 96","צפון מיטרוביצה, נקודת בידוק כללית 96",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 96,checkpoint_area,נמוכה
REC-019453,REC-019453,טלגרם,EVT-021,סרטון ישן מופץ כאירוע חדש,EVT-021-CL-06,נוכחות KFOR,נוכחות KFOR,3,propaganda/disinformation,חזקה,נמוכה,false,true,true,false,true,false,false,true,זיהוי שגוי של כוח,לא ידוע,"צפון מיטרוביצה, כיכר מרכזית 22","צפון מיטרוביצה, כיכר מרכזית 22",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 22,כיכר מרכזית 22,public_square,גבוהה
REC-042055,REC-042055,חדשות מקומיות,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-07,רשתות חברתיות,,0,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,שגוי,"לפוסאביץ׳, נקודת בידוק כללית 101","לפוסאביץ׳, נקודת בידוק כללית 101",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,נקודת בידוק כללית 101,checkpoint_area,בינונית
REC-057181,REC-057181,קבוצת וואטסאפ,,,NOISE-CL-05,ציוד/רכבים,ציוד/רכבים,0,disputed,בינונית,נמוכה,false,false,false,true,true,false,false,false,,נכון,"צפון מיטרוביצה, אזור תעשייה קטן 130","צפון מיטרוביצה, אזור תעשייה קטן 130",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 130,אזור תעשייה קטן 130,neighborhood,בינונית
REC-031604,REC-031604,טיקטוק,EVT-024,אירוע ירי נוסף לא מאומת,EVT-024-CL-08,דיווח ירי,דיווח ירי,3,unverified,חלשה,נמוכה,false,false,false,false,true,true,false,false,,נכון,"לפוסאביץ׳, צומת מקומי 92","לפוסאביץ׳, צומת מקומי 92",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 92,צומת מקומי 92,junction,גבוהה
REC-069658,REC-069658,הודעת דובר,EVT-023,הסרת חלק מהחסימות,EVT-023-CL-03,רשתות חברתיות,,0,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, תחנת דלק 93","צפון מיטרוביצה, תחנת דלק 93",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת דלק 93,facility,נמוכה
REC-082058,REC-082058,קבוצת וואטסאפ,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-12,כלכלי/חברתי,,4,unverified,בינונית,נמוכה,false,false,false,true,false,true,false,false,,נכון,"זובין פוטוק, צומת מקומי 109","זובין פוטוק, צומת מקומי 109",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 109,junction,בינונית
REC-089993,REC-089993,ערוץ חדשות בינלאומי,EVT-018,דיווחים על מחסור בדלק ומזון,EVT-018-CL-09,רשתות חברתיות,,0,likely,חלשה,בינונית,false,true,false,true,false,false,false,true,רעש שנראה צבאי,נכון חלקית,"זובין פוטוק, נקודת בידוק כללית 81","זובין פוטוק, נקודת בידוק כללית 81",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 81,נקודת בידוק כללית 81,checkpoint_area,בינונית
REC-005367,REC-005367,טיקטוק,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-02,תחבורה/לוגיסטיקה אזרחית,,3,confirmed,בינונית,גבוהה,false,false,false,true,false,true,false,false,,נכון,"זובין פוטוק, ציר גישה 55","זובין פוטוק, ציר גישה 55",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,ציר גישה 55,road_segment,בינונית
REC-001029,REC-001029,טיקטוק,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-07,רפואי/חירום,,5,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"זובין פוטוק, נקודת בידוק כללית 81","זובין פוטוק, נקודת בידוק כללית 81",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 81,נקודת בידוק כללית 81,checkpoint_area,בינונית
REC-030439,REC-030439,ערוץ חדשות בינלאומי,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,EVT-019-CL-11,רשתות חברתיות,,4,false,חלשה,נמוכה,false,true,false,true,false,false,false,true,רעש שנראה צבאי,שגוי,"צפון מיטרוביצה, כפר סמוך 58","צפון מיטרוביצה, כפר סמוך 58",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 58,village,נמוכה
REC-070249,REC-070249,X,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-10,תחבורה/לוגיסטיקה אזרחית,,0,confirmed,חלשה,גבוהה,false,false,false,true,false,false,false,false,,נכון,"לפוסאביץ׳, כיכר מרכזית 95","לפוסאביץ׳, כיכר מרכזית 95",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 95,כיכר מרכזית 95,public_square,נמוכה
REC-035637,REC-035637,X,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-01,פינוי/חילוץ,פינוי/חילוץ,3,propaganda/disinformation,חלשה,נמוכה,false,true,false,true,true,true,false,false,תוכן מפוברק,לא ידוע,"צפון מיטרוביצה, כפר סמוך 90","צפון מיטרוביצה, כפר סמוך 90",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 90,village,בינונית
REC-081273,REC-081273,טלגרם,EVT-023,הסרת חלק מהחסימות,EVT-023-CL-03,פעילות משטרתית,פעילות משטרתית,4,unverified,בינונית,נמוכה,false,false,false,true,true,false,false,false,פרשנות מוטה,שגוי,"לפוסאביץ׳, ציר גישה 18","לפוסאביץ׳, ציר גישה 18",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 18,ציר גישה 18,road_segment,גבוהה
REC-042726,REC-042726,ערוץ חדשות בינלאומי,EVT-023,הסרת חלק מהחסימות,EVT-023-CL-05,כלכלי/חברתי,,3,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"זובין פוטוק, צומת מקומי 40","זובין פוטוק, צומת מקומי 40",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 40,junction,נמוכה
REC-052322,REC-052322,פייסבוק,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,EVT-022-CL-06,כלכלי/חברתי,,1,likely,חלשה,בינונית,false,false,false,true,false,false,false,false,,שגוי,"זבצ׳אן, תחנת דלק 30","זבצ׳אן, תחנת דלק 30",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 30,תחנת דלק 30,facility,גבוהה
