event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_or_actor,location_id,event_summary
REC-071015,2026-09-18T22:58:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,מנהיגים מקומיים סרבים,LOC-030,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד תחנת דלק 10. האווירה מתוחה.
REC-077310,2026-09-18T22:58:00Z,טלגרם,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-055,כלי תקשורת מקומי מדווח על מתיחות גוברת בצפון קוסובו בעקבות האירועים באזור אזור תעשייה קטן 35.
REC-082187,2026-09-18T22:58:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-027,חשבון לא מזוהה טוען שמנהיגים מקומיים סרבים נערכים למבצע רחב. הניסוח דומה לפוסטים קודמים מחשבונות בוט.
REC-070557,2026-09-18T23:00:00Z,ערוץ חדשות בינלאומי,לא סווגה,false,נמוכה,תושבים מקומיים,LOC-006,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-002904,2026-09-18T23:02:00Z,פייסבוק,לא סווגה,confirmed,גבוהה,משטרת קוסובו,LOC-062,"נשמעו קולות שנשמעו כמו ירי באזור מרכז בריאות 42. חלק מהדיווחים מייחסים זאת למשטרת קוסובו, אך המידע לא אומת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-013883,2026-09-18T23:02:00Z,טלגרם,לא סווגה,false,נמוכה,מפגינים סרבים מקומיים,LOC-079,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-052786,2026-09-18T23:02:00Z,בלוג פוליטי,לא סווגה,disputed,נמוכה,עיתונאים מקומיים,LOC-033,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-030673,2026-09-18T23:03:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,KFOR,LOC-083,חנות מקומית באזור תחנת דלק 63 נסגרה מוקדם בגלל חשש מהתחדשות המחאות. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-062471,2026-09-18T23:04:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-052,ראיתי כמה רכבים עם אורות כחולים בדרך לבית ספר 32. לא ברור אם זה משטרה או אמבולנס.
REC-016057,2026-09-18T23:06:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-134,נראה מחסום זמני ליד צומת מקומי 114. לא ברור אם הוצב על ידי קבוצה חמושה מקומית או על ידי גורמים מקומיים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-019040,2026-09-18T23:07:00Z,קבוצת וואטסאפ,לא סווגה,propaganda/disinformation,נמוכה,תושבים מקומיים,LOC-077,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-020419,2026-09-18T23:07:00Z,טיקטוק,לא סווגה,false,נמוכה,KSF,LOC-062,דיווח על תנועה חריגה של רכבים ביטחוניים באזור מרכז בריאות 42. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-071838,2026-09-18T23:09:00Z,פייסבוק,לא סווגה,false,נמוכה,צבא סרביה,LOC-121,"סרטון שמופץ ברשת מוצג כאילו צולם באזור נקודת בידוק כללית 101, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים."
REC-048945,2026-09-18T23:10:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-039,דובר רשמי מסר כי הפעילות נועדה לשמור על הסדר הציבורי ולא לפגוע באוכלוסייה אזרחית.
REC-016394,2026-09-18T23:11:00Z,טלגרם,לא סווגה,confirmed,גבוהה,אמבולנסים,LOC-068,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות.
REC-045258,2026-09-18T23:12:00Z,בלוג פוליטי,לא סווגה,confirmed,גבוהה,אמבולנסים,LOC-025,תושבים מדווחים על ירידה בתנועת אוטובוסים באזור.
REC-013006,2026-09-18T23:14:00Z,פייסבוק,לא סווגה,confirmed,גבוהה,אמבולנסים,LOC-035,יש תור ארוך בתחנת הדלק ליד כיכר מרכזית 15. אנשים קונים יותר מהרגיל.
REC-009281,2026-09-18T23:16:00Z,טלגרם,לא סווגה,unverified,נמוכה,KFOR,LOC-137,יש תור ארוך בתחנת הדלק ליד מרכז בריאות 117. אנשים קונים יותר מהרגיל.
REC-064885,2026-09-18T23:16:00Z,X,לא סווגה,disputed,נמוכה,עיתונאים מקומיים,LOC-055,תושבים מדווחים על נוכחות מוגברת של עיתונאים מקומיים ליד אזור תעשייה קטן 35. אין אישור רשמי לפרטים.
REC-081213,2026-09-18T23:16:00Z,ערוץ חדשות בינלאומי,לא סווגה,propaganda/disinformation,נמוכה,ממשלת סרביה,LOC-139,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד תחנת דלק 119. האווירה מתוחה.
REC-068640,2026-09-18T23:17:00Z,שמועה מקומית,לא סווגה,likely,בינונית,KFOR,LOC-150,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לאזור תעשייה קטן 130.
REC-007456,2026-09-18T23:19:00Z,טלגרם,לא סווגה,confirmed,גבוהה,EULEX,LOC-120,"שמעתי רעש חזק לפני כמה דקות באזור תחנת דלק 100. אולי זה לא קשור, אבל כולם מדברים על זה. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-069408,2026-09-18T23:21:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,קבוצה חמושה מקומית,LOC-085,"שמעתי רעש חזק לפני כמה דקות באזור כפר סמוך 65. אולי זה לא קשור, אבל כולם מדברים על זה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-004965,2026-09-18T23:25:00Z,טיקטוק,לא סווגה,disputed,נמוכה,KSF,LOC-051,"סרטון שמופץ ברשת מוצג כאילו צולם באזור כיכר מרכזית 31, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים."
REC-027806,2026-09-18T23:25:00Z,טלגרם,לא סווגה,disputed,נמוכה,גורמים לא מזוהים,LOC-133,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-036566,2026-09-18T23:25:00Z,פייסבוק,לא סווגה,disputed,נמוכה,KSF,LOC-117,הודעה אזרחית מזכירה לתושבים שהשימוש במטבע ובשירותים פיננסיים נמצא במוקד מחלוקת.
REC-090931,2026-09-18T23:26:00Z,פייסבוק,לא סווגה,propaganda/disinformation,נמוכה,מפגינים סרבים מקומיים,LOC-021,יש תור ארוך בתחנת הדלק ליד כפר סמוך 1. אנשים קונים יותר מהרגיל.
REC-042562,2026-09-18T23:30:00Z,פייסבוק,לא סווגה,false,נמוכה,גורמים לא מזוהים,LOC-098,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-027991,2026-09-18T23:34:00Z,הודעת דובר,לא סווגה,false,נמוכה,מנהיגים מקומיים סרבים,LOC-023,צוות רפואי התבקש להישאר בכוננות עד להודעה חדשה.
REC-026260,2026-09-18T23:36:00Z,X,לא סווגה,confirmed,גבוהה,ממשלת סרביה,LOC-061,"שמעתי רעש חזק לפני כמה דקות באזור נקודת בידוק כללית 41. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-069512,2026-09-18T23:38:00Z,X,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-018,"שמעתי רעש חזק לפני כמה דקות באזור בית חולים אזורי. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-012843,2026-09-18T23:39:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,משרד הפנים של קוסובו,LOC-146,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה.
REC-000363,2026-09-18T23:47:00Z,פייסבוק,לא סווגה,likely,בינונית,מנהיגים מקומיים סרבים,LOC-034,תחנת הדלק באזור תעשייה קטן 14 מדווחת על עומס חריג ועל מחסור זמני בדלק מסוג מסוים.
REC-077484,2026-09-18T23:49:00Z,שמועה מקומית,לא סווגה,propaganda/disinformation,נמוכה,KSF,LOC-127,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד נקודת בידוק כללית 107. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-027405,2026-09-18T23:52:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-144,אנשים מתאספים שוב ליד נקודת בידוק כללית 124. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-042677,2026-09-18T23:53:00Z,ערוץ חדשות בינלאומי,לא סווגה,false,נמוכה,גורמים לא מזוהים,LOC-045,הודעה אזרחית מזכירה לתושבים שהשימוש במטבע ובשירותים פיננסיים נמצא במוקד מחלוקת.
REC-046304,2026-09-18T23:54:00Z,טיקטוק,לא סווגה,unverified,נמוכה,משטרת קוסובו,LOC-107,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-038971,2026-09-18T23:56:00Z,X,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-095,"סרטון שמופץ ברשת מוצג כאילו צולם באזור צומת מקומי 75, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים."
REC-049135,2026-09-18T23:56:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-030,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד תחנת דלק 10. האווירה מתוחה.
REC-074503,2026-09-18T23:56:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-132,דיווח לא מאומת על מנהיגים מקומיים סרבים באזור נקודת בידוק כללית 112. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-076187,2026-09-18T23:56:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,תושבים מקומיים,LOC-047,תושבים מדווחים על ירידה בתנועת אוטובוסים באזור.
REC-022138,2026-09-18T23:59:00Z,טלגרם,לא סווגה,unverified,נמוכה,KFOR,LOC-041,יש תור ארוך בתחנת הדלק ליד מרכז בריאות 21. אנשים קונים יותר מהרגיל.
REC-099975,2026-09-19T00:00:00Z,פייסבוק,לא סווגה,false,נמוכה,ממשלת סרביה,LOC-029,מספר משפחות עזבו זמנית את האזור ליד אזור תעשייה קטן 9 ועברו לקרובי משפחה. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-040885,2026-09-19T00:01:00Z,שמועה מקומית,לא סווגה,propaganda/disinformation,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-031,דיווח על פינוי אזרח מבוגר מאזור חיכוך סמוך לציר גישה 11.
REC-095403,2026-09-19T00:01:00Z,קבוצת וואטסאפ,לא סווגה,disputed,נמוכה,אמבולנסים,LOC-113,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד תחנת דלק 93. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-097874,2026-09-19T00:02:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,EULEX,LOC-074,דיווח על תנועה חריגה של רכבים ביטחוניים באזור אזור מיוער 54. מקור מקומי טוען שהכביש נחסם לזמן קצר. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-081153,2026-09-19T00:04:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-106,דיווח לא מאומת על תושבים מקומיים באזור אזור תעשייה קטן 86. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-091075,2026-09-19T00:04:00Z,טיקטוק,לא סווגה,disputed,נמוכה,ממשלת סרביה,LOC-012,"סרטון שמופץ ברשת מוצג כאילו צולם באזור אזור מיוער סמוך לכפר, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים."
REC-000630,2026-09-19T00:07:00Z,X,לא סווגה,false,נמוכה,מנהיגים מקומיים סרבים,LOC-085,חשבון לא מזוהה טוען שמנהיגים מקומיים סרבים נערכים למבצע רחב. הניסוח דומה לפוסטים קודמים מחשבונות בוט. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-083240,2026-09-19T00:07:00Z,הודעת דובר,לא סווגה,propaganda/disinformation,נמוכה,משטרת קוסובו,LOC-066,ראיתי כמה רכבים עם אורות כחולים בדרך לציר גישה 46. לא ברור אם זה משטרה או אמבולנס.
REC-016605,2026-09-19T00:10:00Z,קבוצת וואטסאפ,לא סווגה,propaganda/disinformation,נמוכה,צבא סרביה,LOC-133,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-022824,2026-09-19T00:10:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,קבוצה חמושה מקומית,LOC-128,מישהו יודע אם בטוח לעבור דרך כיכר מרכזית 108? שמעתי שיש שם מחסום חדש.
REC-082050,2026-09-19T00:12:00Z,ערוץ חדשות בינלאומי,לא סווגה,likely,בינונית,אמבולנסים,LOC-096,דיווח לא מאומת על אמבולנסים באזור מרכז בריאות 76. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-058838,2026-09-19T00:13:00Z,פייסבוק,לא סווגה,false,נמוכה,ממשלת קוסובו,LOC-112,אנשים מתאספים שוב ליד צומת מקומי 92. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-023091,2026-09-19T00:15:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-103,דיווח לא מאומת על משרד הפנים של קוסובו באזור צומת מקומי 83. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-061213,2026-09-19T00:15:00Z,טלגרם,לא סווגה,disputed,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-120,דיווח באנגלית טוען למאות חמושים באזור תחנת דלק 100; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-003998,2026-09-19T00:17:00Z,פייסבוק,לא סווגה,likely,בינונית,KFOR,LOC-081,תושבים מדווחים על ירידה בתנועת אוטובוסים באזור.
REC-093752,2026-09-19T00:19:00Z,טלגרם,לא סווגה,false,נמוכה,צבא סרביה,LOC-112,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-005128,2026-09-19T00:20:00Z,טיקטוק,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-072,מספר משפחות עזבו זמנית את האזור ליד תחנת דלק 52 ועברו לקרובי משפחה.
REC-037746,2026-09-19T00:20:00Z,X,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-090,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד ציר גישה 70. האווירה מתוחה.
REC-028073,2026-09-19T00:22:00Z,X,לא סווגה,unverified,נמוכה,צבא סרביה,LOC-084,"תושב מדווח שאמבולנס עבר במהירות לכיוון בית ספר 64, אך לא ברור אם זה קשור לעימות."
REC-089646,2026-09-19T00:22:00Z,קבוצת וואטסאפ,לא סווגה,propaganda/disinformation,נמוכה,מפגינים סרבים מקומיים,LOC-102,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-052608,2026-09-19T00:24:00Z,קבוצת וואטסאפ,לא סווגה,confirmed,גבוהה,מפגינים סרבים מקומיים,LOC-128,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד כיכר מרכזית 108. האווירה מתוחה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-090149,2026-09-19T00:24:00Z,הודעת דובר,לא סווגה,confirmed,גבוהה,משטרת קוסובו,LOC-036,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לכיכר מרכזית 16.
REC-096337,2026-09-19T00:25:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,מפגינים סרבים מקומיים,LOC-129,חנות מקומית באזור צומת מקומי 109 נסגרה מוקדם בגלל חשש מהתחדשות המחאות.
REC-036393,2026-09-19T00:27:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,משטרת קוסובו,LOC-066,דיווח על פינוי אזרח מבוגר מאזור חיכוך סמוך לציר גישה 46.
REC-054421,2026-09-19T00:28:00Z,טיקטוק,לא סווגה,likely,בינונית,קבוצה חמושה מקומית,LOC-147,מקור מקומי טוען שהפצועים מאירוע הלילה אינם במצב קשה.
REC-006157,2026-09-19T00:29:00Z,טיקטוק,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-018,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-026337,2026-09-19T00:30:00Z,X,לא סווגה,confirmed,גבוהה,גורמים לא מזוהים,LOC-074,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לאזור מיוער 54.
REC-040680,2026-09-19T00:30:00Z,X,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-057,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-057127,2026-09-19T00:30:00Z,טלגרם,לא סווגה,likely,בינונית,KSF,LOC-071,אנשים מתאספים שוב ליד מרכז בריאות 51. חלק אומרים שהכביש ייסגר בשעה הקרובה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-098804,2026-09-19T00:30:00Z,חדשות מקומיות,לא סווגה,propaganda/disinformation,נמוכה,גורמים לא מזוהים,LOC-086,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לכפר סמוך 66.
REC-006337,2026-09-19T00:31:00Z,פייסבוק,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-079,בית החולים האזורי קיבל מספר פצועים קל מאירועי דחיפות והפרות סדר.
REC-085170,2026-09-19T00:31:00Z,הודעת דובר,לא סווגה,likely,בינונית,מפגינים סרבים מקומיים,LOC-149,"פוסט ויראלי מייחס ירי למפגינים סרבים מקומיים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-015505,2026-09-19T00:32:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-130,"דיווח על כלי טיס בלתי מזוהה מעל אזור כפר סמוך 110. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-031512,2026-09-19T00:32:00Z,חדשות מקומיות,לא סווגה,confirmed,גבוהה,משטרת קוסובו,LOC-072,"פוסט ויראלי מייחס ירי למשטרת קוסובו, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-005622,2026-09-19T00:34:00Z,טלגרם,לא סווגה,false,נמוכה,משרד הפנים של קוסובו,LOC-119,פוסט על מחירי דלק באזור שאינו קשור לחסימות.
REC-057175,2026-09-19T00:36:00Z,קבוצת וואטסאפ,לא סווגה,propaganda/disinformation,נמוכה,תושבים מקומיים,LOC-142,דיווח על חסימה אזרחית בציר המוביל לאזור תעשייה קטן 122. כלי רכב מופנים לדרך חלופית.
REC-075967,2026-09-19T00:36:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,מפגינים סרבים מקומיים,LOC-045,דיווח על פינוי אזרח מבוגר מאזור חיכוך סמוך לכפר סמוך 25.
REC-003932,2026-09-19T00:37:00Z,קבוצת וואטסאפ,לא סווגה,false,נמוכה,EULEX,LOC-121,"פוסט ויראלי מייחס ירי לEULEX, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-096466,2026-09-19T00:37:00Z,טלגרם,לא סווגה,false,נמוכה,KSF,LOC-091,"ציר הכניסה לעיירה פתוח, אך תושבים מדווחים על בדיקות ממושכות. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-056613,2026-09-19T00:38:00Z,X,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-149,דיווח על תנועה חריגה של רכבים ביטחוניים באזור אזור תעשייה קטן 129. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-079121,2026-09-19T00:38:00Z,X,לא סווגה,disputed,נמוכה,אמבולנסים,LOC-064,מספר משפחות עזבו זמנית את האזור ליד נקודת בידוק כללית 44 ועברו לקרובי משפחה.
REC-086738,2026-09-19T00:39:00Z,טיקטוק,לא סווגה,likely,בינונית,משרד הפנים של קוסובו,LOC-101,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-035977,2026-09-19T00:40:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,EULEX,LOC-088,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-085844,2026-09-19T00:42:00Z,שמועה מקומית,לא סווגה,likely,בינונית,צבא סרביה,LOC-147,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות.
REC-046110,2026-09-19T00:43:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,אמבולנסים,LOC-041,הודעה אזרחית מזכירה לתושבים שהשימוש במטבע ובשירותים פיננסיים נמצא במוקד מחלוקת.
REC-034533,2026-09-19T00:44:00Z,פייסבוק,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-101,ראיתי כמה רכבים עם אורות כחולים בדרך לנקודת בידוק כללית 81. לא ברור אם זה משטרה או אמבולנס.
REC-027175,2026-09-19T00:45:00Z,טלגרם,לא סווגה,likely,בינונית,משרד הפנים של קוסובו,LOC-032,מספר משפחות עזבו זמנית את האזור ליד בית ספר 12 ועברו לקרובי משפחה. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-032973,2026-09-19T00:47:00Z,בלוג פוליטי,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-117,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-092162,2026-09-19T00:48:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,קבוצה חמושה מקומית,LOC-118,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה."
REC-094007,2026-09-19T00:48:00Z,X,לא סווגה,confirmed,גבוהה,משרד הפנים של קוסובו,LOC-069,דיווח באנגלית טוען למאות חמושים באזור נקודת בידוק כללית 49; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-028062,2026-09-19T00:51:00Z,X,לא סווגה,propaganda/disinformation,נמוכה,גורמים לא מזוהים,LOC-116,פרשנים מזהירים שהפצת סרטונים חלקיים עלולה להחריף את המצב.
REC-037273,2026-09-19T00:54:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,ממשלת קוסובו,LOC-031,צוות רפואי התבקש להישאר בכוננות עד להודעה חדשה.
REC-004548,2026-09-19T00:57:00Z,חדשות מקומיות,לא סווגה,confirmed,גבוהה,KSF,LOC-006,"נשמעו קולות שנשמעו כמו ירי באזור הציר לכיוון סרביה. חלק מהדיווחים מייחסים זאת לKSF, אך המידע לא אומת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-063763,2026-09-19T00:57:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-032,דיווח על חסימה אזרחית בציר המוביל לבית ספר 12. כלי רכב מופנים לדרך חלופית. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-063689,2026-09-19T00:58:00Z,טיקטוק,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-005,מישהו יודע אם בטוח לעבור דרך מרכז העיירה? שמעתי שיש שם מחסום חדש.
REC-037469,2026-09-19T01:00:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,משטרת קוסובו,LOC-039,דיווח לא מאומת על פצוע מירי באזור אזור תעשייה קטן 19; גורמים רפואיים מסרבים למסור פרטים.
REC-091963,2026-09-19T01:02:00Z,בלוג פוליטי,לא סווגה,false,נמוכה,KFOR,LOC-135,עסקים קטנים באזור אזור תעשייה קטן 115 מדווחים על ירידה חדה בלקוחות מאז תחילת המתיחות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-061085,2026-09-19T01:03:00Z,שמועה מקומית,לא סווגה,false,נמוכה,KSF,LOC-104,יש דיווחים על הפסקת חשמל קצרה באזור תחנת דלק 84. לא ברור אם מדובר בתקלה רגילה.
REC-005844,2026-09-19T01:04:00Z,הודעת דובר,לא סווגה,propaganda/disinformation,נמוכה,KSF,LOC-075,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות.
REC-037693,2026-09-19T01:07:00Z,טיקטוק,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-018,יש תור ארוך בתחנת הדלק ליד בית חולים אזורי. אנשים קונים יותר מהרגיל.
REC-055289,2026-09-19T01:07:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,משטרת קוסובו,LOC-029,חשבון מקומי מדווח שמשטרת קוסובו הגבירו סיורים באזור אזור תעשייה קטן 9. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-019465,2026-09-19T01:12:00Z,פייסבוק,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-011,דיווח על חסימה אזרחית בציר המוביל לכביש כפרי צפוני. כלי רכב מופנים לדרך חלופית. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-095963,2026-09-19T01:14:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-135,תושבים מדווחים על נוכחות מוגברת של מפגינים סרבים מקומיים ליד אזור תעשייה קטן 115. אין אישור רשמי לפרטים.
REC-078599,2026-09-19T01:16:00Z,טיקטוק,לא סווגה,disputed,נמוכה,גורמים לא מזוהים,LOC-076,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה."
REC-047275,2026-09-19T01:17:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-111,יש תור ארוך בתחנת הדלק ליד ציר גישה 91. אנשים קונים יותר מהרגיל.
REC-067184,2026-09-19T01:18:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,KFOR,LOC-134,דיווח על חסימה אזרחית בציר המוביל לצומת מקומי 114. כלי רכב מופנים לדרך חלופית.
REC-060835,2026-09-19T01:20:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-051,"סרטון שמופץ ברשת מוצג כאילו צולם באזור כיכר מרכזית 31, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-092985,2026-09-19T01:21:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-075,"תושב מדווח שאמבולנס עבר במהירות לכיוון ציר גישה 55, אך לא ברור אם זה קשור לעימות."
