event_id,timestamp_utc,source_type,source_reliability,entity_or_actor,location_id,event_summary
MOVE-0462,2026-05-21T02:46:00Z,חיישן תנועה,גבוהה,חברת אורנים,L-208,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
TEL-0557,2026-05-21T02:47:00Z,מטא-דאטה טלפוני,גבוהה,קואופרטיב דלק העמק,L-203,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
PORT-0530,2026-05-21T02:48:00Z,רשומת נמל,בינונית,עמק שירותי קירור,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
ACOU-0457,2026-05-21T03:00:00Z,חיישן אקוסטי,גבוהה,כרמל ציוד חקלאי,L-209,פעילות אזרחית רגילה באזור מסוף דלק צמח; אין חריגה תפעולית.
SOC-0347,2026-05-21T03:00:00Z,רשתות חברתיות,בינונית,נועה ברק,L-201,פעילות אזרחית רגילה באזור נמל חיפה; אין חריגה תפעולית.
SOC-0326,2026-05-21T03:05:00Z,רשתות חברתיות,בינונית,צפון משלוחים,L-205,עומס מקומי באזור שוק נצרת; אין קשר ידוע לאירוע הגבול.
ACOU-0280,2026-05-21T03:07:00Z,חיישן אקוסטי,נמוכה,עמק שירותי קירור,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
CAM-0358,2026-05-21T03:16:00Z,מצלמת דרך,בינונית,קואופרטיב דלק העמק,L-202,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
PORT-0304,2026-05-21T03:20:00Z,רשומת נמל,בינונית,צפון משלוחים,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
CUST-0487,2026-05-21T03:26:00Z,רשומת מכס,גבוהה,לא ידוע,L-201,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
SOC-0497,2026-05-21T03:29:00Z,רשתות חברתיות,נמוכה,נועה ברק,L-201,בדיקת שירות שגרתית עבור נועה ברק; לא נמצא מזהה משותף עם תרחישים אחרים.
CAM-0444,2026-05-21T03:37:00Z,מצלמת דרך,נמוכה,חברת אורנים,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
TEL-0347,2026-05-21T03:38:00Z,מטא-דאטה טלפוני,בינונית,עמק שירותי קירור,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
MOVE-0493,2026-05-21T03:45:00Z,חיישן תנועה,בינונית,קואופרטיב דלק העמק,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
ACOU-0324,2026-05-21T03:46:00Z,חיישן אקוסטי,בינונית,עמק שירותי קירור,L-203,פעילות אזרחית רגילה באזור מעבר נהר הירדן; אין חריגה תפעולית.
PORT-0502,2026-05-21T03:49:00Z,רשומת נמל,נמוכה,עמק שירותי קירור,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
CAM-0413,2026-05-21T03:59:00Z,מצלמת דרך,בינונית,נועה ברק,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
FIN-0316,2026-05-21T04:17:00Z,התראה פיננסית,גבוהה,יחידת תיאום מכס חיפה,L-203,דיווח רקע על פעילות יומית באזור מעבר נהר הירדן; ללא חריגה.
CAM-0468,2026-05-21T04:24:00Z,מצלמת דרך,נמוכה,אורי לוי,L-202,עדכון תפעולי רגיל של אורי לוי; המסמכים תואמים.
TEL-0428,2026-05-21T04:24:00Z,מטא-דאטה טלפוני,נמוכה,גליל הובלות,L-202,פעילות אזרחית רגילה באזור מתחם מחסנים קישון; אין חריגה תפעולית.
PORT-0351,2026-05-21T04:44:00Z,רשומת נמל,נמוכה,עמק שירותי קירור,L-205,עדכון תפעולי רגיל של עמק שירותי קירור; המסמכים תואמים.
CUST-0344,2026-05-21T04:58:00Z,רשומת מכס,בינונית,מפעלי עמק הירדן,L-202,רישום מנהלי שגרתי עבור מפעלי עמק הירדן; ללא דפוס המשך ברור.
SOC-0456,2026-05-21T05:03:00Z,רשתות חברתיות,נמוכה,א. לוי,L-205,פעילות אזרחית רגילה באזור שוק נצרת; אין חריגה תפעולית.
CAM-0434,2026-05-21T05:09:00Z,מצלמת דרך,גבוהה,אורי לוי,L-201,בדיקת שירות שגרתית עבור אורי לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0518,2026-05-21T05:13:00Z,יומן תחזוקה,נמוכה,יחידת תיאום מכס חיפה,L-205,בדיקת שירות שגרתית עבור יחידת תיאום מכס חיפה; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0386,2026-05-21T05:18:00Z,רשומת מכס,נמוכה,חברת אורנים,L-204,פעילות אזרחית רגילה באזור צומת גולני; אין חריגה תפעולית.
ACOU-0519,2026-05-21T05:19:00Z,חיישן אקוסטי,גבוהה,חברת אורנים,L-205,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
CAM-0360,2026-05-21T05:30:00Z,מצלמת דרך,גבוהה,מפעלי עמק הירדן,L-202,דיווח רקע על פעילות יומית באזור מתחם מחסנים קישון; ללא חריגה.
TEL-0385,2026-05-21T05:31:00Z,מטא-דאטה טלפוני,גבוהה,א. לוי,L-202,רישום מנהלי שגרתי עבור א. לוי; ללא דפוס המשך ברור.
ACOU-0232,2026-05-21T05:35:00Z,חיישן אקוסטי,גבוהה,מפעלי עמק הירדן,L-205,בדיקת שירות שגרתית עבור מפעלי עמק הירדן; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0286,2026-05-21T05:41:00Z,רשומת מכס,גבוהה,כרמל ציוד חקלאי,L-201,בדיקת שירות שגרתית עבור כרמל ציוד חקלאי; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0537,2026-05-21T05:49:00Z,חיישן תנועה,גבוהה,מפעלי עמק הירדן,L-202,עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע לאירוע הגבול.
TEL-0488,2026-05-21T05:52:00Z,מטא-דאטה טלפוני,נמוכה,יחידת תיאום מכס חיפה,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
TEL-0486,2026-05-21T05:56:00Z,מטא-דאטה טלפוני,גבוהה,חברת אורנים,L-209,עומס מקומי באזור מסוף דלק צמח; אין קשר ידוע לאירוע הגבול.
CAM-0480,2026-05-21T05:58:00Z,מצלמת דרך,בינונית,מפעלי עמק הירדן,L-208,תנועה מסחרית רגילה באזור משרד סיוע מרחב בחיפה; אין קשר ידוע ל-OF-4482.
SOC-0374,2026-05-21T06:01:00Z,רשתות חברתיות,גבוהה,לא ידוע,L-207,עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע לאירוע הגבול.
CAM-0484,2026-05-21T06:17:00Z,מצלמת דרך,גבוהה,משרד סיוע מרחב,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
FIN-0362,2026-05-21T06:29:00Z,התראה פיננסית,גבוהה,לא ידוע,L-203,פעילות אזרחית רגילה באזור מעבר נהר הירדן; אין חריגה תפעולית.
MAINT-0310,2026-05-21T06:30:00Z,יומן תחזוקה,נמוכה,יחידת תיאום מכס חיפה,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
CUST-0348,2026-05-21T06:32:00Z,רשומת מכס,בינונית,כרמל ציוד חקלאי,L-205,פעילות אזרחית רגילה באזור שוק נצרת; אין חריגה תפעולית.
ACOU-0467,2026-05-21T06:33:00Z,חיישן אקוסטי,בינונית,צפון משלוחים,L-204,דיווח רקע על פעילות יומית באזור צומת גולני; ללא חריגה.
MOVE-0495,2026-05-21T06:35:00Z,חיישן תנועה,נמוכה,יחידת תיאום מכס חיפה,L-204,בדיקת שירות שגרתית עבור יחידת תיאום מכס חיפה; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0367,2026-05-21T06:36:00Z,חיישן תנועה,נמוכה,אורי לוי,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
SOC-0458,2026-05-21T06:54:00Z,רשתות חברתיות,גבוהה,א. לוי,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
MOVE-0385,2026-05-21T07:05:00Z,חיישן תנועה,נמוכה,נועה ברק,L-209,עדכון תפעולי רגיל של נועה ברק; המסמכים תואמים.
SOC-0344,2026-05-21T07:05:00Z,רשתות חברתיות,בינונית,יחידת תיאום מכס חיפה,L-204,תנועה מסחרית רגילה באזור צומת גולני; אין קשר ידוע ל-OF-4482.
MAINT-0296,2026-05-21T07:35:00Z,יומן תחזוקה,גבוהה,צפון משלוחים,L-203,דיווח רקע על פעילות יומית באזור מעבר נהר הירדן; ללא חריגה.
MAINT-0464,2026-05-21T07:37:00Z,יומן תחזוקה,בינונית,אורי לוי,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
ACOU-0367,2026-05-21T07:40:00Z,חיישן אקוסטי,גבוהה,כרמל ציוד חקלאי,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
PORT-0343,2026-05-21T07:40:00Z,רשומת נמל,נמוכה,עמק שירותי קירור,L-202,רישום מנהלי שגרתי עבור עמק שירותי קירור; ללא דפוס המשך ברור.
FIN-0578,2026-05-21T07:48:00Z,התראה פיננסית,בינונית,כרמל ציוד חקלאי,L-208,רישום מנהלי שגרתי עבור כרמל ציוד חקלאי; ללא דפוס המשך ברור.
ACOU-0471,2026-05-21T07:49:00Z,חיישן אקוסטי,בינונית,משרד סיוע מרחב,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
FIN-0337,2026-05-21T07:58:00Z,התראה פיננסית,גבוהה,לא ידוע,L-208,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
CUST-0528,2026-05-21T08:01:00Z,רשומת מכס,גבוהה,קואופרטיב דלק העמק,L-207,עדכון תפעולי רגיל של קואופרטיב דלק העמק; המסמכים תואמים.
PORT-0458,2026-05-21T08:10:00Z,רשומת נמל,גבוהה,משרד סיוע מרחב,L-203,תנועה מסחרית רגילה באזור מעבר נהר הירדן; אין קשר ידוע ל-OF-4482.
SOC-0468,2026-05-21T08:15:00Z,רשתות חברתיות,בינונית,עמק שירותי קירור,L-206,תנועה מסחרית רגילה באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע ל-OF-4482.
TEL-0350,2026-05-21T08:15:00Z,מטא-דאטה טלפוני,בינונית,אורי לוי,L-203,בדיקת שירות שגרתית עבור אורי לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
CAM-0302,2026-05-21T08:21:00Z,מצלמת דרך,נמוכה,א. לוי,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
ACOU-0509,2026-05-21T08:31:00Z,חיישן אקוסטי,גבוהה,גליל הובלות,L-205,עדכון תפעולי רגיל של גליל הובלות; המסמכים תואמים.
CUST-0328,2026-05-21T08:34:00Z,רשומת מכס,בינונית,לא ידוע,L-208,תנועה מסחרית רגילה באזור משרד סיוע מרחב בחיפה; אין קשר ידוע ל-OF-4482.
SOC-0376,2026-05-21T08:36:00Z,רשתות חברתיות,נמוכה,יחידת תיאום מכס חיפה,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
TEL-0393,2026-05-21T08:36:00Z,מטא-דאטה טלפוני,בינונית,קואופרטיב דלק העמק,L-206,בדיקת שירות שגרתית עבור קואופרטיב דלק העמק; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0304,2026-05-21T08:38:00Z,רשומת מכס,בינונית,נועה ברק,L-205,עומס מקומי באזור שוק נצרת; אין קשר ידוע לאירוע הגבול.
CAM-0399,2026-05-21T08:41:00Z,מצלמת דרך,גבוהה,כרמל ציוד חקלאי,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
CAM-0510,2026-05-21T08:43:00Z,מצלמת דרך,גבוהה,כרמל ציוד חקלאי,L-205,עדכון תפעולי רגיל של כרמל ציוד חקלאי; המסמכים תואמים.
MAINT-0533,2026-05-21T08:44:00Z,יומן תחזוקה,נמוכה,אורי לוי,L-206,עדכון תפעולי רגיל של אורי לוי; המסמכים תואמים.
MAINT-0521,2026-05-21T08:45:00Z,יומן תחזוקה,בינונית,כרמל ציוד חקלאי,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
MOVE-0335,2026-05-21T08:48:00Z,חיישן תנועה,גבוהה,קואופרטיב דלק העמק,L-204,דיווח רקע על פעילות יומית באזור צומת גולני; ללא חריגה.
SOC-0414,2026-05-21T08:52:00Z,רשתות חברתיות,נמוכה,נועה ברק,L-205,פעילות אזרחית רגילה באזור שוק נצרת; אין חריגה תפעולית.
FIN-0309,2026-05-21T09:05:00Z,התראה פיננסית,גבוהה,צפון משלוחים,L-204,דיווח רקע על פעילות יומית באזור צומת גולני; ללא חריגה.
CAM-0331,2026-05-21T09:10:00Z,מצלמת דרך,נמוכה,לא ידוע,L-203,עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע לאירוע הגבול.
PORT-0479,2026-05-21T09:24:00Z,רשומת נמל,נמוכה,אורי לוי,L-204,תנועה מסחרית רגילה באזור צומת גולני; אין קשר ידוע ל-OF-4482.
CUST-0316,2026-05-21T09:29:00Z,רשומת מכס,נמוכה,משרד סיוע מרחב,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
TEL-0455,2026-05-21T09:45:00Z,מטא-דאטה טלפוני,גבוהה,חברת אורנים,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
SOC-0363,2026-05-21T09:50:00Z,רשתות חברתיות,נמוכה,אורי לוי,L-209,בדיקת שירות שגרתית עבור אורי לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
CAM-0527,2026-05-21T09:55:00Z,מצלמת דרך,נמוכה,עמק שירותי קירור,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
TEL-0277,2026-05-21T09:56:00Z,מטא-דאטה טלפוני,גבוהה,כרמל ציוד חקלאי,L-201,בדיקת שירות שגרתית עבור כרמל ציוד חקלאי; לא נמצא מזהה משותף עם תרחישים אחרים.
SOC-0496,2026-05-21T10:13:00Z,רשתות חברתיות,גבוהה,חברת אורנים,L-206,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
SOC-0345,2026-05-21T10:16:00Z,רשתות חברתיות,גבוהה,כרמל ציוד חקלאי,L-203,עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע לאירוע הגבול.
CUST-0451,2026-05-21T10:21:00Z,רשומת מכס,בינונית,קואופרטיב דלק העמק,L-205,דיווח רקע על פעילות יומית באזור שוק נצרת; ללא חריגה.
PORT-0395,2026-05-21T10:21:00Z,רשומת נמל,בינונית,לא ידוע,L-209,פעילות אזרחית רגילה באזור מסוף דלק צמח; אין חריגה תפעולית.
MAINT-0301,2026-05-21T10:26:00Z,יומן תחזוקה,נמוכה,כרמל ציוד חקלאי,L-207,רישום מנהלי שגרתי עבור כרמל ציוד חקלאי; ללא דפוס המשך ברור.
TEL-0405,2026-05-21T10:43:00Z,מטא-דאטה טלפוני,גבוהה,קואופרטיב דלק העמק,L-208,תנועה מסחרית רגילה באזור משרד סיוע מרחב בחיפה; אין קשר ידוע ל-OF-4482.
CAM-0565,2026-05-21T10:47:00Z,מצלמת דרך,נמוכה,משרד סיוע מרחב,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
TEL-0535,2026-05-21T10:49:00Z,מטא-דאטה טלפוני,גבוהה,אורי לוי,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
TEL-0539,2026-05-21T10:52:00Z,מטא-דאטה טלפוני,גבוהה,מפעלי עמק הירדן,L-205,עדכון תפעולי רגיל של מפעלי עמק הירדן; המסמכים תואמים.
TEL-0510,2026-05-21T10:56:00Z,מטא-דאטה טלפוני,נמוכה,יחידת תיאום מכס חיפה,L-204,עדכון תפעולי רגיל של יחידת תיאום מכס חיפה; המסמכים תואמים.
FIN-0468,2026-05-21T10:57:00Z,התראה פיננסית,נמוכה,עמק שירותי קירור,L-206,תנועה מסחרית רגילה באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע ל-OF-4482.
TEL-0429,2026-05-21T10:58:00Z,מטא-דאטה טלפוני,בינונית,אורי לוי,L-209,פעילות אזרחית רגילה באזור מסוף דלק צמח; אין חריגה תפעולית.
MOVE-0560,2026-05-21T11:02:00Z,חיישן תנועה,נמוכה,לא ידוע,L-203,בדיקת שירות שגרתית עבור לא ידוע; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0489,2026-05-21T11:07:00Z,חיישן אקוסטי,בינונית,קואופרטיב דלק העמק,L-204,עדכון תפעולי רגיל של קואופרטיב דלק העמק; המסמכים תואמים.
CUST-0482,2026-05-21T11:12:00Z,רשומת מכס,בינונית,כרמל ציוד חקלאי,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
TEL-0359,2026-05-21T11:25:00Z,מטא-דאטה טלפוני,בינונית,צפון משלוחים,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
ACOU-0392,2026-05-21T11:26:00Z,חיישן אקוסטי,בינונית,לא ידוע,L-201,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
MOVE-0424,2026-05-21T11:28:00Z,חיישן תנועה,נמוכה,א. לוי,L-206,רישום מנהלי שגרתי עבור א. לוי; ללא דפוס המשך ברור.
FIN-0320,2026-05-21T11:31:00Z,התראה פיננסית,גבוהה,צפון משלוחים,L-201,רישום מנהלי שגרתי עבור צפון משלוחים; ללא דפוס המשך ברור.
ACOU-0446,2026-05-21T11:39:00Z,חיישן אקוסטי,גבוהה,מפעלי עמק הירדן,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
PORT-0474,2026-05-21T11:47:00Z,רשומת נמל,נמוכה,גליל הובלות,L-202,רישום מנהלי שגרתי עבור גליל הובלות; ללא דפוס המשך ברור.
CAM-0549,2026-05-21T11:51:00Z,מצלמת דרך,גבוהה,כרמל ציוד חקלאי,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
PORT-0508,2026-05-21T11:54:00Z,רשומת נמל,גבוהה,עמק שירותי קירור,L-202,עדכון תפעולי רגיל של עמק שירותי קירור; המסמכים תואמים.
MAINT-0353,2026-05-21T11:56:00Z,יומן תחזוקה,נמוכה,צפון משלוחים,L-204,תנועה מסחרית רגילה באזור צומת גולני; אין קשר ידוע ל-OF-4482.
MOVE-0372,2026-05-21T11:58:00Z,חיישן תנועה,בינונית,צפון משלוחים,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
CAM-0346,2026-05-21T12:01:00Z,מצלמת דרך,נמוכה,יחידת תיאום מכס חיפה,L-206,עדכון תפעולי רגיל של יחידת תיאום מכס חיפה; המסמכים תואמים.
CUST-0449,2026-05-21T12:40:00Z,רשומת מכס,גבוהה,מפעלי עמק הירדן,L-202,פעילות אזרחית רגילה באזור מתחם מחסנים קישון; אין חריגה תפעולית.
FIN-0331,2026-05-21T12:43:00Z,התראה פיננסית,בינונית,כרמל ציוד חקלאי,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
MOVE-0327,2026-05-21T12:50:00Z,חיישן תנועה,גבוהה,קואופרטיב דלק העמק,L-209,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
MAINT-0495,2026-05-21T12:52:00Z,יומן תחזוקה,בינונית,נועה ברק,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
PORT-0392,2026-05-21T12:59:00Z,רשומת נמל,נמוכה,משרד סיוע מרחב,L-204,פעילות אזרחית רגילה באזור צומת גולני; אין חריגה תפעולית.
CAM-0359,2026-05-21T13:01:00Z,מצלמת דרך,בינונית,אורי לוי,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
FIN-0506,2026-05-21T13:04:00Z,התראה פיננסית,גבוהה,חברת אורנים,L-209,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0465,2026-05-21T13:06:00Z,חיישן אקוסטי,בינונית,מפעלי עמק הירדן,L-203,דיווח רקע על פעילות יומית באזור מעבר נהר הירדן; ללא חריגה.
TEL-0489,2026-05-21T13:14:00Z,מטא-דאטה טלפוני,נמוכה,א. לוי,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
CUST-0276,2026-05-21T13:18:00Z,רשומת מכס,נמוכה,גליל הובלות,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
CUST-0378,2026-05-21T13:23:00Z,רשומת מכס,בינונית,צפון משלוחים,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
MOVE-0330,2026-05-21T13:40:00Z,חיישן תנועה,נמוכה,חברת אורנים,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
MAINT-0282,2026-05-21T13:44:00Z,יומן תחזוקה,בינונית,כרמל ציוד חקלאי,L-202,תנועה מסחרית רגילה באזור מתחם מחסנים קישון; אין קשר ידוע ל-OF-4482.
MOVE-0455,2026-05-21T13:47:00Z,חיישן תנועה,נמוכה,כרמל ציוד חקלאי,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
CAM-0548,2026-05-21T13:49:00Z,מצלמת דרך,בינונית,משרד סיוע מרחב,L-205,עדכון תפעולי רגיל של משרד סיוע מרחב; המסמכים תואמים.
FIN-0350,2026-05-21T13:52:00Z,התראה פיננסית,גבוהה,משרד סיוע מרחב,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
PORT-0296,2026-05-21T13:52:00Z,רשומת נמל,נמוכה,גליל הובלות,L-201,עדכון תפעולי רגיל של גליל הובלות; המסמכים תואמים.
PORT-0407,2026-05-21T13:54:00Z,רשומת נמל,בינונית,חברת אורנים,L-208,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
MAINT-0426,2026-05-21T13:56:00Z,יומן תחזוקה,נמוכה,עמק שירותי קירור,L-204,בדיקת שירות שגרתית עבור עמק שירותי קירור; לא נמצא מזהה משותף עם תרחישים אחרים.
PORT-0535,2026-05-21T13:59:00Z,רשומת נמל,נמוכה,נועה ברק,L-204,עדכון תפעולי רגיל של נועה ברק; המסמכים תואמים.
MAINT-0434,2026-05-21T14:02:00Z,יומן תחזוקה,בינונית,מפעלי עמק הירדן,L-205,בדיקת שירות שגרתית עבור מפעלי עמק הירדן; לא נמצא מזהה משותף עם תרחישים אחרים.
PORT-0382,2026-05-21T14:15:00Z,רשומת נמל,בינונית,נועה ברק,L-201,פעילות אזרחית רגילה באזור נמל חיפה; אין חריגה תפעולית.
TEL-0479,2026-05-21T14:15:00Z,מטא-דאטה טלפוני,בינונית,א. לוי,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
FIN-0486,2026-05-21T14:16:00Z,התראה פיננסית,גבוהה,משרד סיוע מרחב,L-207,רישום מנהלי שגרתי עבור משרד סיוע מרחב; ללא דפוס המשך ברור.
FIN-0299,2026-05-21T14:32:00Z,התראה פיננסית,גבוהה,כרמל ציוד חקלאי,L-207,עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע לאירוע הגבול.
PORT-0534,2026-05-21T14:33:00Z,רשומת נמל,בינונית,קואופרטיב דלק העמק,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
MAINT-0349,2026-05-21T14:36:00Z,יומן תחזוקה,בינונית,חברת אורנים,L-207,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
ACOU-0336,2026-05-21T14:54:00Z,חיישן אקוסטי,בינונית,חברת אורנים,L-202,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
PORT-0452,2026-05-21T14:57:00Z,רשומת נמל,נמוכה,משרד סיוע מרחב,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
FIN-0431,2026-05-21T14:59:00Z,התראה פיננסית,נמוכה,לא ידוע,L-207,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
PORT-0501,2026-05-21T14:59:00Z,רשומת נמל,גבוהה,עמק שירותי קירור,L-207,עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע לאירוע הגבול.
TEL-0373,2026-05-21T15:04:00Z,מטא-דאטה טלפוני,נמוכה,צפון משלוחים,L-204,דיווח רקע על פעילות יומית באזור צומת גולני; ללא חריגה.
CAM-0373,2026-05-21T15:06:00Z,מצלמת דרך,גבוהה,א. לוי,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
SOC-0460,2026-05-21T15:20:00Z,רשתות חברתיות,גבוהה,מפעלי עמק הירדן,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
CAM-0443,2026-05-21T15:24:00Z,מצלמת דרך,בינונית,אורי לוי,L-201,פעילות אזרחית רגילה באזור נמל חיפה; אין חריגה תפעולית.
PORT-0383,2026-05-21T15:28:00Z,רשומת נמל,גבוהה,א. לוי,L-203,תנועה מסחרית רגילה באזור מעבר נהר הירדן; אין קשר ידוע ל-OF-4482.
CAM-0554,2026-05-21T15:32:00Z,מצלמת דרך,נמוכה,מפעלי עמק הירדן,L-207,רישום מנהלי שגרתי עבור מפעלי עמק הירדן; ללא דפוס המשך ברור.
TEL-0525,2026-05-21T15:32:00Z,מטא-דאטה טלפוני,בינונית,יחידת תיאום מכס חיפה,L-204,בדיקת שירות שגרתית עבור יחידת תיאום מכס חיפה; לא נמצא מזהה משותף עם תרחישים אחרים.
PORT-0334,2026-05-21T15:34:00Z,רשומת נמל,גבוהה,יחידת תיאום מכס חיפה,L-204,דיווח רקע על פעילות יומית באזור צומת גולני; ללא חריגה.
TEL-0506,2026-05-21T15:35:00Z,מטא-דאטה טלפוני,נמוכה,מפעלי עמק הירדן,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
CAM-0562,2026-05-21T15:43:00Z,מצלמת דרך,גבוהה,יחידת תיאום מכס חיפה,L-209,פעילות אזרחית רגילה באזור מסוף דלק צמח; אין חריגה תפעולית.
FIN-0303,2026-05-21T15:44:00Z,התראה פיננסית,גבוהה,משרד סיוע מרחב,L-209,רישום מנהלי שגרתי עבור משרד סיוע מרחב; ללא דפוס המשך ברור.
SOC-0423,2026-05-21T15:50:00Z,רשתות חברתיות,גבוהה,קואופרטיב דלק העמק,L-208,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
MOVE-0512,2026-05-21T15:59:00Z,חיישן תנועה,נמוכה,חברת אורנים,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
